,ANONYMOUS_1,YEAR,SAMPLE_TRANSFER_DAY,ANONYMOUS_2,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FE,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,TI,V,V40,ZN,Y_LABEL
1425,1865.0,2021.0,5.0,200.0,0.0,2.0,6.0,0.0,0.0,1087.0,0.0,0.0,3.0,0.0,90.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,300.0,0.0,120.0,18580.0,0.0,11.0,0.0,0.0,0.0,123.9,9.0,0.0
1426,1354.0,2009.0,7.0,200.0,0.0,1.0,8.0,2.0,0.0,61.0,0.0,0.0,5.0,2.0,294.0,0.0,1.0,1.0,2.0,3.0,1.0,8.0,0.0,1090.0,0.0,412.0,21469.0,1.0,9.0,1.0,0.0,0.0,138.9,19.0,1.0
1427,1387.0,2021.0,4.0,587.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,7.0,0.0,269.0,0.0,3.0,0.0,5.0,2.0,1.0,3.0,0.0,374.0,0.0,152.0,18120.0,0.0,93.0,0.0,2.0,0.0,127.6,123.0,0.0
1428,3102.0,2017.0,3.0,200.0,0.0,5.0,719.0,0.0,0.0,5132.0,0.0,0.0,3.0,121.0,213.0,0.0,2.0,0.0,11.0,6.0,3.0,2.0,0.0,1103.0,1.0,331.0,4383.0,0.0,9.0,1.0,0.0,0.0,60.6,1274.0,0.0
1429,2057.0,2008.0,5.0,1257.0,0.0,1.0,9.0,0.0,0.0,131.0,0.0,0.0,5.0,35.0,291.0,0.0,8.0,6.0,4.0,6.0,0.0,5.0,1.0,655.0,1.0,3443.0,14366.0,1.0,6.0,0.0,0.0,0.0,136.4,32.0,0.0
1430,2463.0,2014.0,4.0,1663.0,0.0,0.0,6.0,0.0,0.0,74.0,0.0,0.0,2.0,3.0,84.0,0.0,34.0,0.0,2.0,2.0,1.0,3.0,0.0,670.0,0.0,577.0,15970.0,0.0,5.0,0.0,0.0,0.0,138.1,23.0,0.0
1431,8737.0,2017.0,2.0,200.0,0.0,9.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,250.0,0.0,486.0,22740.0,0.0,6.0,0.0,0.0,0.0,163.4,8.0,0.0
1432,4646.0,2020.0,1.0,1012.0,0.0,0.0,132.0,1.0,0.0,3838.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,343.0,1.0,22.0,19630.0,0.0,14.0,0.0,0.0,0.0,130.1,15.0,0.0
1433,1439.0,2010.0,5.0,200.0,0.0,600.0,93.0,5.0,0.0,428.0,0.0,0.0,2.0,11.0,176.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1028.0,0.0,100.0,19010.0,0.0,17.0,0.0,0.0,0.0,124.4,71.0,1.0
1434,3775.0,2012.0,9.0,200.0,0.0,15.0,136.0,0.0,0.0,44.0,0.0,0.0,3.0,13.0,132.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,938.0,0.0,72.0,25360.0,0.0,4.0,0.0,0.0,0.0,146.5,21.0,0.0
1435,1956.0,2015.0,13.0,200.0,0.0,0.0,3.0,0.0,0.0,77.0,0.0,0.0,3.0,9.0,245.0,0.0,1.0,4.0,9.0,6.0,8.0,17.0,5.0,1154.0,0.0,282.0,3501.0,0.0,13.0,0.0,0.0,0.0,56.9,1305.0,0.0
1436,1335.0,2014.0,6.0,200.0,0.0,7.0,120.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,259.0,0.0,45.0,21930.0,0.0,3.0,0.0,0.0,0.0,112.1,93.0,0.0
1437,1771.0,2018.0,6.0,200.0,0.0,1.0,0.0,0.0,0.0,3161.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,97.0,0.0,89.0,12670.0,0.0,6.0,0.0,0.0,0.0,145.2,9.0,0.0
1438,2490.0,2014.0,7.0,200.0,0.0,9.0,350.0,3.0,0.0,241.0,0.0,0.0,0.0,73.0,49.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,2203.0,0.0,137.0,31260.0,0.0,2.0,5.0,0.0,0.0,139.8,9.0,0.0
1439,2255.0,2008.0,7.0,200.0,0.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,94.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,224.0,0.0,192.0,22520.0,0.0,4.0,0.0,0.0,0.0,136.8,42.0,0.0
1440,1702.0,2014.0,7.0,200.0,0.0,1.0,17.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,860.0,0.0,76.0,20690.0,0.0,2.0,0.0,0.0,0.0,130.1,11.0,0.0
1441,4798.0,2014.0,4.0,200.0,0.0,0.0,16.0,0.0,0.0,120.0,0.0,0.0,0.0,6.0,62.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,904.0,0.0,85.0,7847.0,0.0,8.0,0.0,0.0,0.0,59.7,1116.0,0.0
1442,4967.0,2010.0,7.0,200.0,2.0,0.0,23.0,0.0,0.0,78.0,0.0,0.0,2.0,1.0,220.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,547.0,0.0,9864.0,27400.0,0.0,18.0,0.0,0.0,0.0,134.1,44.0,0.0
1443,2393.0,2019.0,3.0,200.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,2.0,276.0,89.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,9.0,289.0,0.0,228.0,14010.0,0.0,9.0,0.0,0.0,0.0,135.1,148.0,0.0
1444,9098.0,2015.0,2.0,200.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,71.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,462.0,0.0,74.0,21550.0,0.0,3.0,1.0,0.0,0.0,137.6,8.0,0.0
1445,2080.0,2007.0,6.0,200.0,0.0,1.0,2.0,1.0,1.0,10.0,0.0,0.0,2.0,14.0,138.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,1906.0,0.0,417.0,25222.0,0.0,16.0,0.0,0.0,0.0,138.7,72.0,0.0
1446,1000.0,2009.0,6.0,1149.0,0.0,1.0,12.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,0.0,566.0,20490.0,0.0,2.0,0.0,0.0,0.0,166.3,12.0,0.0
1447,2038.0,2018.0,3.0,200.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,570.0,0.0,1.5,0.0,2.0,6.0,0.0,4.0,3.0,285.0,0.0,884.0,17590.0,0.0,131.0,0.0,3.0,0.0,127.7,36.0,0.0
1448,5379.0,2012.0,7.0,200.0,0.0,20.0,11.0,0.0,0.0,2545.0,0.0,0.0,5.0,13.0,195.0,0.0,7.0,0.0,4.0,6.0,0.0,5.0,1.0,361.0,0.0,758.0,12101.0,0.0,6.0,1.0,0.0,0.0,141.5,29.0,1.0
1449,6730.0,2014.0,4.0,200.0,0.0,1.0,5.0,0.0,0.0,87.0,0.0,0.0,1.0,4.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,671.0,0.0,12.0,20110.0,0.0,5.0,0.0,0.0,0.0,167.8,21.0,0.0
1450,1723.0,2016.0,8.0,550.0,0.0,3.0,105.0,0.0,0.0,2758.0,1.0,0.0,3.0,0.0,38.0,0.0,1.0,0.0,6.0,0.0,2.0,2.0,0.0,898.0,0.0,56.0,26700.0,1.0,13.0,0.0,0.0,0.0,172.7,27.0,0.0
1451,2890.0,2010.0,8.0,200.0,0.0,3.0,9.0,2.0,0.0,2475.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,0.0,33.0,17950.0,0.0,3.0,0.0,0.0,0.0,127.2,26.0,0.0
1452,4469.0,2015.0,15.0,200.0,0.0,148.0,175.0,2.0,0.0,114.0,0.0,0.0,3.0,0.0,145.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,181.0,0.0,2417.0,9576.0,0.0,22.0,0.0,0.0,0.0,165.2,65.0,1.0
1453,7652.0,2018.0,6.0,200.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,23.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,975.0,0.0,259.0,5390.0,0.0,30.0,0.0,0.0,0.0,111.0,1229.0,0.0
1454,4014.0,2015.0,2.0,200.0,0.0,3.0,21.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,7.0,0.0,1.5,0.0,7.0,0.0,0.0,6.0,0.0,866.0,0.0,15.0,7151.0,2.0,51.0,0.0,0.0,0.0,124.5,940.0,0.0
1455,2437.0,2011.0,3.0,200.0,0.0,10.0,226.0,0.0,0.0,3013.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,902.0,0.0,101.0,19460.0,0.0,1.0,0.0,0.0,0.0,132.6,50.0,0.0
1456,1919.0,2013.0,3.0,200.0,0.0,5.0,128.0,0.0,0.0,3466.0,0.0,0.0,0.0,1.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,2111.0,0.0,98.0,23050.0,0.0,4.0,0.0,0.0,0.0,131.8,134.0,0.0
1457,9986.0,2008.0,8.0,200.0,0.0,0.0,54.0,0.0,0.0,55.0,0.0,0.0,1.0,41.0,27.0,0.0,0.5,0.0,5.0,4.0,0.0,0.0,1.0,2211.0,2.0,38.0,34028.0,1.0,20.0,0.0,0.0,0.0,186.6,35.0,0.0
1458,3166.0,2012.0,8.0,200.0,0.0,4.0,4.0,0.0,0.0,3386.0,0.0,0.0,5.0,10.0,367.0,0.0,3.0,0.0,8.0,6.0,10.0,12.0,1.0,1141.0,0.0,193.0,10270.0,0.0,27.0,0.0,0.0,0.0,70.6,1364.0,0.0
1459,2403.0,2015.0,13.0,900.0,0.0,0.0,2.0,0.0,0.0,379.0,0.0,0.0,2.0,0.0,150.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,534.0,0.0,200.0,16130.0,0.0,6.0,0.0,0.0,0.0,122.2,172.0,0.0
1460,2441.0,2011.0,8.0,200.0,0.0,7.0,199.0,0.0,0.0,2785.0,0.0,0.0,4.0,3.0,979.0,0.0,2.0,0.0,5.0,8.0,8.0,4.0,0.0,2247.0,0.0,114.0,27930.0,0.0,19.0,0.0,0.0,0.0,129.9,218.0,0.0
1461,11192.0,2012.0,5.0,200.0,0.0,6.0,404.0,0.0,0.0,3213.0,0.0,0.0,5.0,26.0,319.0,0.0,9.0,0.0,5.0,6.0,0.0,8.0,1.0,2198.0,1.0,1719.0,26286.0,1.0,42.0,0.0,1.0,0.0,155.4,44.0,0.0
1462,1043.0,2016.0,7.0,200.0,2.0,3.0,4.0,2.0,0.0,3157.0,0.0,0.0,0.0,81.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,292.0,0.0,37.0,20810.0,0.0,10.0,0.0,0.0,0.0,141.5,60.0,0.0
1463,3519.0,2014.0,2.0,200.0,0.0,3.0,6.0,0.0,0.0,158.0,0.0,0.0,3.0,2.0,588.0,0.0,5.0,0.0,3.0,4.0,0.0,3.0,2.0,267.0,0.0,752.0,22440.0,0.0,90.0,0.0,0.0,0.0,154.9,17.0,0.0
1464,2035.0,2015.0,21.0,200.0,0.0,2.0,170.0,0.0,0.0,18.0,0.0,0.0,3.0,10.0,166.0,0.0,1.5,2.0,4.0,2.0,3.0,0.0,1.0,1798.0,0.0,359.0,26691.0,0.0,30.0,0.0,1.0,0.0,150.4,36.0,1.0
1465,3135.0,2022.0,2.0,407.0,0.0,0.0,121.0,0.0,0.0,3561.0,0.0,0.0,0.0,9.0,29.0,0.0,3.0,0.0,10.0,0.0,0.0,9.0,0.0,1104.0,0.0,68.0,5122.0,0.0,48.0,0.0,0.0,0.0,110.8,1326.0,0.0
1466,7042.0,2013.0,5.0,200.0,0.0,53.0,113.0,0.0,0.0,27.0,0.0,0.0,8.0,19.0,274.0,0.0,0.0,0.0,16.0,5.0,1.0,0.0,2.0,315.0,1.0,253.0,24133.0,3.0,24.0,1.0,1.0,0.0,146.6,37.0,1.0
1467,2054.0,2020.0,2.0,200.0,0.0,3.0,473.0,0.0,0.0,3780.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,296.0,0.0,46.0,20000.0,0.0,8.0,0.0,0.0,0.0,133.2,13.0,0.0
1468,1330.0,2008.0,14.0,200.0,0.0,2.0,0.0,21.0,0.0,39.0,0.0,0.0,3.0,3.0,157.0,0.0,1.5,2.0,2.0,2.0,0.0,0.0,1.0,733.0,1.0,883.0,15162.0,0.0,7.0,0.0,0.0,0.0,109.4,148.0,0.0
1469,1672.0,2009.0,4.0,200.0,0.0,9.0,106.0,0.0,0.0,3444.0,0.0,0.0,0.0,7.0,98.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,777.0,0.0,6.0,20090.0,0.0,1.0,0.0,0.0,0.0,129.9,57.0,0.0
1470,9383.0,2013.0,7.0,200.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,84.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,926.0,0.0,339.0,18190.0,0.0,2.0,0.0,0.0,0.0,131.7,32.0,0.0
1471,1342.0,2009.0,7.0,542.0,0.0,2.0,14.0,0.0,0.0,159.0,0.0,0.0,3.0,10.0,197.0,0.0,2.0,0.0,8.0,7.0,10.0,23.0,6.0,1132.0,0.0,231.0,10340.0,0.0,26.0,0.0,0.0,0.0,70.2,1329.0,0.0
1472,1371.0,2011.0,13.0,200.0,0.0,1.0,9.0,4.0,0.0,27.0,0.0,0.0,3.0,0.0,98.0,0.0,1.0,0.0,18.0,1.0,4.0,1.0,0.0,312.0,0.0,111.0,17630.0,1.0,10.0,0.0,0.0,0.0,148.7,101.0,0.0
1473,1387.0,2014.0,8.0,200.0,0.0,6.0,166.0,0.0,0.0,3670.0,0.0,0.0,5.0,8.0,280.0,0.0,3.0,0.0,11.0,12.0,6.0,31.0,0.0,1214.0,0.0,303.0,10880.0,0.0,30.0,0.0,0.0,0.0,71.2,1339.0,0.0
1474,1000.0,2017.0,1.0,200.0,0.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,0.0,51.0,19070.0,0.0,0.0,2.0,0.0,0.0,137.3,60.0,0.0
1475,2159.0,2008.0,4.0,200.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0,0.0,3.0,40.0,158.0,0.0,4.0,0.0,2.0,2.0,11.0,3.0,1.0,2349.0,0.0,173.0,27980.0,0.0,39.0,0.0,1.0,0.0,144.4,63.0,0.0
1476,3495.0,2019.0,2.0,540.0,0.0,1.0,12.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,1.0,1.0,10.0,3.0,0.0,2190.0,0.0,47.0,28420.0,0.0,3.0,0.0,0.0,0.0,141.7,23.0,0.0
1477,1368.0,2009.0,1.0,200.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,8.0,16.0,157.0,0.0,3.0,2.0,3.0,7.0,0.0,10.0,0.0,741.0,13.0,969.0,15810.0,0.0,15.0,0.0,0.0,0.0,141.0,29.0,0.0
1478,2406.0,2008.0,34.0,375.0,1.0,8.0,298.0,0.0,0.0,3267.0,0.0,0.0,4.0,1.0,615.0,0.0,9.5,0.0,3.0,4.0,1.0,0.0,1.0,1301.0,0.0,122.0,24151.0,2.0,10.0,1.0,0.0,0.0,143.9,10.0,0.0
1479,1911.0,2018.0,5.0,200.0,0.0,2.0,0.0,0.0,0.0,3083.0,0.0,0.0,3.0,2.0,369.0,0.0,2.0,0.0,3.0,6.0,0.0,3.0,0.0,422.0,0.0,1572.0,13660.0,1.0,12.0,0.0,0.0,0.0,133.3,41.0,0.0
1480,1562.0,2012.0,28.0,200.0,0.0,3.0,1.0,0.0,0.0,2546.0,0.0,0.0,3.0,17.0,129.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,260.0,0.0,87.0,17560.0,0.0,5.0,0.0,0.0,0.0,131.1,123.0,0.0
1481,1183.0,2009.0,5.0,383.0,0.0,7.0,21.0,3.0,0.0,2641.0,0.0,0.0,1.0,0.0,113.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,356.0,0.0,401.0,19570.0,0.0,3.0,0.0,0.0,0.0,151.2,55.0,0.0
1482,1725.0,2008.0,6.0,550.0,0.0,1.0,3.0,3.0,0.0,34.0,0.0,0.0,0.0,0.0,39.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1084.0,0.0,65.0,18970.0,0.0,3.0,0.0,0.0,0.0,123.8,9.0,0.0
1483,1460.0,2015.0,8.0,375.0,0.0,3.0,455.0,2.0,0.0,3667.0,0.0,0.0,3.0,6.0,144.0,0.0,11.0,0.0,6.0,4.0,3.0,3.0,0.0,1053.0,0.0,108.0,3670.0,0.0,13.0,0.0,0.0,0.0,46.2,1270.0,0.0
1484,1000.0,2014.0,14.0,200.0,0.0,2.0,455.0,0.0,0.0,3213.0,0.0,0.0,2.0,2.0,376.0,0.0,4.0,2.0,17.0,16.0,1.0,9.0,1.0,1959.0,1.0,279.0,15070.0,1.0,6.0,0.0,0.0,0.0,126.7,83.0,0.0
1485,6222.0,2017.0,4.0,5422.0,0.0,2.0,27.0,0.0,0.0,2985.0,2.0,0.0,1.0,5.0,28.0,0.0,0.0,2.0,8.0,2.0,2.0,8.0,0.0,1279.0,0.0,38.0,10508.0,0.0,19.0,2.0,0.0,0.0,69.3,1342.0,0.0
1486,3122.0,2009.0,6.0,200.0,0.0,2.0,2.0,0.0,0.0,13.0,0.0,0.0,3.0,84.0,831.0,0.0,1.0,0.0,8.0,44.0,17.0,9.0,4.0,1117.0,2.0,4213.0,8912.0,0.0,27.0,5.0,0.0,0.0,68.6,1287.0,0.0
1487,7978.0,2014.0,8.0,200.0,0.0,9.0,142.0,0.0,0.0,151.0,0.0,0.0,1.0,25.0,62.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,2622.0,1.0,139.0,28265.0,1.0,3.0,0.0,0.0,0.0,147.4,25.0,0.0
1488,1674.0,2022.0,7.0,874.0,0.0,2.0,4.0,4.0,0.0,51.0,0.0,0.0,1.0,1.0,221.0,0.0,1.0,1.0,2.0,7.0,0.0,11.0,0.0,2420.0,0.0,90.0,34050.0,0.0,19.0,0.0,0.0,0.0,172.0,50.0,0.0
1489,2437.0,2011.0,3.0,200.0,0.0,216.0,191.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,945.0,0.0,182.0,22600.0,0.0,2.0,0.0,0.0,0.0,134.7,13.0,1.0
1490,7702.0,2009.0,2.0,200.0,0.0,2.0,8.0,0.0,0.0,20.0,0.0,0.0,1.0,5.0,27.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,592.0,1.0,76.0,19214.0,2.0,6.0,1.0,0.0,0.0,126.8,235.0,0.0
1491,1445.0,2010.0,4.0,645.0,0.0,1.0,15.0,0.0,0.0,142.0,0.0,0.0,3.0,1.0,304.0,0.0,4.0,0.0,30.0,3.0,0.0,8.0,0.0,1013.0,1.0,4602.0,21620.0,2.0,166.0,0.0,4.0,0.0,127.9,68.0,0.0
1492,1000.0,2008.0,4.0,200.0,0.0,5.0,0.0,1.0,0.0,2022.0,0.0,0.0,17.0,29.0,857.0,0.0,30.5,0.0,1.0,14.0,1.0,12.0,4.0,323.0,1.0,2644.0,8783.0,0.0,29.0,0.0,0.0,0.0,180.8,43.0,0.0
1493,2402.0,2008.0,4.0,550.0,0.0,2.0,3.0,3.0,0.0,131.0,0.0,0.0,2.0,12.0,299.0,0.0,7.5,0.0,4.0,3.0,6.0,1.0,1.0,2223.0,1.0,74.0,26150.0,0.0,11.0,1.0,0.0,0.0,116.6,239.0,0.0
1494,1722.0,2015.0,12.0,200.0,0.0,8.0,40.0,0.0,0.0,19.0,0.0,0.0,1.0,14.0,58.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,430.0,0.0,95.0,25870.0,0.0,2.0,0.0,0.0,0.0,143.8,35.0,0.0
1495,5935.0,2015.0,10.0,200.0,0.0,3.0,152.0,0.0,0.0,2852.0,0.0,0.0,0.0,13.0,52.0,0.0,2.0,0.0,8.0,2.0,0.0,2.0,0.0,1233.0,0.0,91.0,9732.0,0.0,11.0,0.0,0.0,0.0,57.4,1355.0,0.0
1496,1361.0,2011.0,90.0,561.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,7.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1554.0,0.0,108.0,23890.0,0.0,12.0,0.0,0.0,0.0,184.0,27.0,0.0
1497,5550.0,2019.0,3.0,200.0,0.0,4.0,8.0,0.0,0.0,4120.0,0.0,0.0,1.0,1.0,160.0,0.0,2.0,0.0,2.0,3.0,3.0,4.0,0.0,2398.0,0.0,77.0,34710.0,0.0,4.0,0.0,0.0,0.0,138.8,31.0,0.0
1498,8041.0,2016.0,9.0,200.0,0.0,5.0,448.0,0.0,0.0,3171.0,0.0,0.0,2.0,1.0,233.0,0.0,0.0,0.0,52.0,2.0,0.0,3.0,1.0,193.0,0.0,614.0,22120.0,0.0,16.0,0.0,2.0,0.0,162.1,60.0,0.0
1499,2771.0,2013.0,7.0,200.0,0.0,0.0,13.0,0.0,0.0,110.0,0.0,0.0,6.0,14.0,423.0,0.0,1.0,0.0,9.0,8.0,18.0,16.0,1.0,1202.0,0.0,199.0,8903.0,0.0,29.0,0.0,0.0,0.0,71.2,1389.0,0.0
1500,1219.0,2014.0,2.0,419.0,0.0,5.0,4.0,4.0,0.0,2783.0,0.0,0.0,0.0,8.0,21.0,0.0,3.0,0.0,2.0,0.0,14.0,0.0,0.0,2087.0,1.0,22.0,24583.0,1.0,2.0,0.0,0.0,0.0,140.9,87.0,0.0
1501,2374.0,2011.0,3.0,200.0,0.0,0.0,1.0,0.0,0.0,112.0,0.0,0.0,6.0,0.0,369.0,0.0,3.0,0.0,2.0,4.0,2.0,3.0,1.0,888.0,3.0,224.0,18890.0,0.0,41.0,2.0,0.0,0.0,136.3,16.0,0.0
1502,3864.0,2018.0,4.0,200.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,6.0,1.0,376.0,0.0,2.0,1.0,3.0,4.0,0.0,2.0,0.0,319.0,0.0,768.0,14600.0,0.0,21.0,0.0,0.0,0.0,134.3,19.0,0.0
1503,2195.0,2019.0,2.0,200.0,0.0,4.0,102.0,0.0,0.0,2880.0,0.0,0.0,0.0,7.0,35.0,0.0,1.5,0.0,6.0,0.0,0.0,9.0,0.0,961.0,0.0,89.0,4761.0,0.0,40.0,0.0,0.0,0.0,116.8,823.0,0.0
1504,1353.0,2013.0,3.0,200.0,0.0,0.0,18.0,3.0,0.0,149.0,0.0,0.0,2.0,9.0,97.0,0.0,7.0,0.0,3.0,1.0,0.0,3.0,0.0,1047.0,0.0,258.0,20330.0,0.0,3.0,0.0,0.0,0.0,124.6,44.0,0.0
1505,3974.0,2021.0,6.0,805.0,0.0,0.0,135.0,0.0,0.0,3369.0,0.0,0.0,2.0,0.0,132.0,0.0,1.0,0.0,11.0,0.0,0.0,3.0,0.0,288.0,0.0,314.0,21170.0,0.0,43.0,0.0,0.0,0.0,130.8,22.0,0.0
1506,1760.0,2012.0,3.0,200.0,0.0,2.0,148.0,0.0,0.0,14.0,0.0,0.0,3.0,11.0,647.0,0.0,1.0,0.0,6.0,4.0,16.0,0.0,1.0,2422.0,1.0,221.0,26530.0,1.0,6.0,1.0,0.0,0.0,152.1,32.0,0.0
1507,6376.0,2015.0,11.0,200.0,0.0,0.0,3.0,0.0,0.0,29.0,0.0,0.0,0.0,39.0,5.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,1032.0,0.0,23.0,16160.0,0.0,2.0,0.0,0.0,0.0,94.1,331.0,0.0
1508,2187.0,2016.0,8.0,200.0,0.0,5.0,126.0,0.0,0.0,3410.0,0.0,0.0,0.0,2.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,0.0,645.0,24030.0,0.0,5.0,0.0,0.0,0.0,132.7,7.0,0.0
1509,1459.0,2010.0,10.0,659.0,0.0,2.0,18.0,0.0,0.0,136.0,0.0,0.0,6.0,12.0,730.0,0.0,1.0,0.0,9.0,8.0,9.0,6.0,1.0,1156.0,2.0,494.0,9383.0,0.0,29.0,0.0,0.0,0.0,68.3,1446.0,0.0
1510,2381.0,2012.0,6.0,200.0,0.0,1.0,177.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,994.0,1.0,117.0,25330.0,1.0,1.0,0.0,0.0,1.0,144.4,23.0,0.0
1511,2422.0,2014.0,2.0,200.0,0.0,4.0,182.0,0.0,0.0,2869.0,0.0,0.0,4.0,0.0,89.0,0.0,6.0,0.0,6.0,1.0,0.0,2.0,0.0,2014.0,0.0,178.0,31520.0,0.0,6.0,0.0,3.0,0.0,154.5,31.0,0.0
1512,1733.0,2008.0,8.0,933.0,1.0,1.0,12.0,0.0,0.0,136.0,0.0,0.0,7.0,37.0,361.0,0.0,0.0,0.0,3.0,6.0,2.0,14.0,2.0,1490.0,1.0,794.0,25383.0,1.0,9.0,1.0,1.0,0.0,145.7,34.0,0.0
1513,1332.0,2011.0,6.0,200.0,0.0,1.0,8.0,0.0,0.0,87.0,0.0,0.0,297.0,5.0,1890.0,0.1,5.0,0.0,97.0,16.0,2.0,2.0,4.0,1023.0,0.0,1606.0,20190.0,0.0,708.0,0.0,21.0,1.0,125.7,19.0,0.0
1514,3109.0,2017.0,14.0,200.0,0.0,1.0,114.0,0.0,0.0,3696.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,13.0,0.0,1.0,14.0,0.0,2059.0,0.0,45.0,8943.0,0.0,86.0,0.0,0.0,0.0,113.8,1708.0,0.0
1515,1357.0,2008.0,6.0,557.0,0.0,1.0,17.0,1.0,0.0,137.0,0.0,0.0,1.0,1.0,273.0,0.0,2.5,1.0,11.0,10.0,1.0,2.0,1.0,1865.0,1.0,81.0,13230.0,2.0,5.0,0.0,0.0,0.0,132.1,108.0,0.0
1516,8672.0,2017.0,3.0,522.0,0.0,0.0,1.0,0.0,0.0,88.0,0.0,0.0,1.0,76.0,67.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,667.0,0.0,19.0,24340.0,1.0,2.0,0.0,0.0,0.0,143.2,69.0,0.0
1517,1690.0,2019.0,10.0,550.0,0.0,1.0,2.0,0.0,0.0,79.0,0.0,0.0,22.0,16.0,3061.0,0.0,38.0,0.0,77.0,46.0,2.0,14.0,4.0,939.0,6.0,19045.0,20100.0,0.0,2087.0,0.0,30.0,0.0,131.0,82.0,0.0
1518,3107.0,2014.0,5.0,200.0,0.0,5.0,183.0,0.0,0.0,3654.0,0.0,0.0,4.0,2.0,287.0,0.0,0.0,0.0,2.0,5.0,7.0,7.0,0.0,2496.0,0.0,124.0,33150.0,0.0,11.0,0.0,0.0,0.0,135.8,100.0,0.0
