ANONYMOUS_1,YEAR,SAMPLE_TRANSFER_DAY,ANONYMOUS_2,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FE,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,TI,V,V40,ZN,Y_LABEL
1154.0,2012.0,5.0,200.0,0.0,3.0,3.0,3.0,0.0,2621.0,0.0,0.0,0.0,25.0,9.0,0.0,1.0,0.0,15.0,0.0,2.0,4.0,0.0,761.0,0.0,6.0,7245.0,0.0,1.0,0.0,0.0,0.0,68.7,844.0,0.0
2803.0,2014.0,5.0,200.0,0.0,1.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,10.0,20.0,0.0,7.0,1.0,6.0,4.0,0.0,18.0,0.0,955.0,0.0,26.0,4786.0,0.0,5.0,0.0,0.0,0.0,65.1,1045.0,0.0
2923.0,2019.0,1.0,200.0,0.0,1.0,85.0,0.0,0.0,2425.0,0.0,0.0,0.0,1.0,11.0,0.0,1.5,0.0,21.0,0.0,1.0,4.0,0.0,1003.0,0.0,12.0,4268.0,0.0,3.0,0.0,0.0,0.0,69.7,1066.0,0.0
4441.0,2014.0,6.0,200.0,0.0,3.0,3.0,0.0,0.0,2182.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,225.0,0.0,43.0,2.0,0.0,1195.0,0.0,9.0,7417.0,0.0,3.0,0.0,0.0,0.0,76.2,1376.0,0.0
1430.0,2014.0,5.0,200.0,0.0,2.0,91.0,1.0,0.0,2839.0,0.0,0.0,0.0,1.0,30.0,0.0,2.0,0.0,14.0,0.0,243.0,5.0,0.0,1251.0,0.0,25.0,4686.0,0.0,4.0,0.0,0.0,0.0,80.0,1440.0,0.0
4370.0,2011.0,1.0,200.0,0.0,0.0,159.0,0.0,0.0,16.0,0.0,0.0,1.0,288.0,82.0,0.0,2.0,0.0,26.0,1.0,1.0,0.0,1.0,1256.0,1.0,26.0,13198.0,1.0,5.0,0.0,0.0,0.0,77.4,1088.0,0.0
1870.0,2013.0,12.0,200.0,0.0,4.0,113.0,4.0,0.0,3049.0,0.0,0.0,0.0,2.0,19.0,0.0,2.0,0.0,6.0,0.0,185.0,9.0,0.0,1190.0,0.0,17.0,4975.0,1.0,3.0,0.0,0.0,0.0,75.9,1445.0,1.0
1389.0,2012.0,9.0,200.0,0.0,3.0,17.0,0.0,0.0,623.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,9.0,0.0,7.0,4.0,0.0,992.0,0.0,5.0,4628.0,0.0,4.0,0.0,0.0,0.0,73.0,1091.0,0.0
2130.0,2011.0,18.0,200.0,0.0,1.0,9.0,0.0,0.0,2622.0,0.0,0.0,0.0,284.0,16.0,0.0,8.0,0.0,7.0,0.0,3.0,26.0,0.0,1101.0,0.0,3.0,4572.0,0.0,3.0,0.0,0.0,0.0,70.0,1169.0,0.0
1221.0,2011.0,3.0,200.0,0.0,12.0,174.0,0.0,0.0,2963.0,0.0,0.0,0.0,360.0,15.0,0.0,4.0,0.0,134.0,0.0,7.0,11.0,0.0,1019.0,1.0,14.0,5361.0,1.0,4.0,0.0,0.0,0.0,67.1,1160.0,0.0
3876.0,2019.0,4.0,1021.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,1.0,5.0,87.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0,340.0,0.0,36.0,1805.0,0.0,2.0,0.0,0.0,0.0,37.6,13.0,0.0
2190.0,2015.0,7.0,200.0,0.0,0.0,2.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,14.0,0.0,280.0,1.0,0.0,1248.0,1.0,25.0,5292.0,0.0,3.0,0.0,0.0,0.0,81.2,1444.0,0.0
2192.0,2011.0,11.0,200.0,0.0,1.0,2.0,1.0,0.0,2903.0,0.0,0.0,0.0,4.0,17.0,0.0,4.0,0.0,11.0,3.0,129.0,14.0,0.0,1070.0,0.0,17.0,4537.0,0.0,4.0,0.0,0.0,0.0,72.4,1195.0,0.0
1730.0,2008.0,7.0,200.0,0.0,3.0,10.0,0.0,0.0,267.0,0.0,0.0,0.0,359.0,12.0,0.0,7.0,0.0,15.0,0.0,4.0,15.0,0.0,1100.0,0.0,12.0,8785.0,0.0,3.0,0.0,0.0,0.0,70.0,1219.0,1.0
1343.0,2011.0,6.0,543.0,0.0,0.0,21.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,1.0,244.0,5.0,0.0,1280.0,0.0,5.0,4523.0,0.0,2.0,0.0,0.0,0.0,82.0,1409.0,0.0
3422.0,2016.0,5.0,200.0,0.0,1.0,6.0,0.0,0.0,2527.0,0.0,0.0,0.0,4.0,9.0,0.0,1.0,0.0,9.0,0.0,2.0,6.0,0.0,927.0,0.0,5.0,4471.0,0.0,2.0,0.0,0.0,0.0,69.9,1027.0,0.0
2619.0,2019.0,5.0,578.0,0.0,1.0,115.0,0.0,0.0,3339.0,0.0,1.0,1.0,7.0,22.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,274.0,0.0,73.0,1310.0,6.0,4.0,0.0,0.0,0.0,36.1,25.0,0.0
1331.0,2017.0,9.0,531.0,0.0,2.0,8.0,2.0,0.0,3260.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,11.0,0.0,1.0,4.0,0.0,973.0,0.0,18.0,4352.0,0.0,0.0,0.0,0.0,0.0,72.5,1206.0,0.0
1741.0,2013.0,3.0,200.0,0.0,1.0,3.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,65.0,0.0,5.0,0.0,19.0,2.0,8.0,18.0,0.0,838.0,7.0,71.0,6420.0,3.0,10.0,0.0,1.0,3.0,41.3,951.0,0.0
1000.0,2010.0,9.0,200.0,0.0,2.0,20.0,0.0,0.0,2258.0,0.0,0.0,0.0,346.0,29.0,0.0,18.0,0.0,240.0,0.0,91.0,4.0,0.0,1082.0,0.0,12.0,5436.0,0.0,6.0,0.0,0.0,0.0,72.1,1218.0,0.0
3875.0,2015.0,4.0,200.0,0.0,2.0,378.0,0.0,0.0,2878.0,0.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,11.0,0.0,5.0,15.0,0.0,1105.0,0.0,15.0,7504.0,0.0,7.0,0.0,0.0,0.0,62.5,1150.0,0.0
3285.0,2008.0,5.0,1075.0,0.0,3.0,0.0,1.0,0.0,63.0,0.0,0.0,1.0,468.0,19.0,0.0,11.0,0.0,11.0,1.0,1.0,19.0,0.0,915.0,1.0,18.0,5115.0,1.0,8.0,2.0,0.0,0.0,59.2,1102.0,0.0
4477.0,2020.0,1.0,399.0,0.0,1.0,2.0,0.0,0.0,2910.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,25.0,0.0,3.0,6.0,0.0,1059.0,2.0,8.0,4267.0,0.0,2.0,0.0,0.0,0.0,70.9,946.0,0.0
1705.0,2009.0,7.0,200.0,0.0,0.0,1.0,5.0,0.0,38.0,0.0,0.0,0.0,232.0,10.0,0.0,2.5,0.0,12.0,0.0,1.0,2.0,0.0,1096.0,1.0,9.0,9185.0,0.0,5.0,0.0,0.0,0.0,67.6,1150.0,0.0
1357.0,2012.0,18.0,200.0,0.0,1.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,12.0,0.0,1.0,0.0,13.0,1.0,204.0,5.0,0.0,1161.0,0.0,7.0,4769.0,0.0,4.0,0.0,0.0,0.0,81.2,1273.0,0.0
1788.0,2017.0,6.0,1250.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,18.0,0.0,1.5,0.0,905.0,0.0,37.0,29.0,0.0,911.0,3.0,22.0,3290.0,0.0,5.0,0.0,0.0,0.0,59.7,1046.0,0.0
1207.0,2014.0,8.0,200.0,0.0,7.0,4.0,4.0,0.0,2458.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,16.0,0.0,155.0,5.0,0.0,1306.0,0.0,8.0,5754.0,1.0,0.0,0.0,0.0,0.0,84.1,1392.0,0.0
8861.0,2015.0,12.0,200.0,0.0,1.0,461.0,0.0,0.0,3480.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,241.0,0.0,17.0,2.0,0.0,1165.0,0.0,19.0,7546.0,0.0,4.0,0.0,0.0,0.0,77.1,1375.0,0.0
2002.0,2007.0,3.0,1202.0,0.0,3.0,16.0,0.0,0.0,120.0,0.0,0.0,0.0,100.0,8.0,0.0,2.0,0.0,8.0,0.0,1.0,30.0,0.0,1102.0,0.0,12.0,4379.0,0.0,4.0,0.0,0.0,0.0,64.0,1231.0,0.0
8001.0,2018.0,3.0,7201.0,0.0,3.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,4.0,11.0,0.0,2.0,0.0,9.0,0.0,2.0,14.0,0.0,944.0,0.0,5.0,4205.0,0.0,2.0,0.0,0.0,0.0,67.2,1067.0,0.0
1414.0,2011.0,11.0,200.0,0.0,2.0,178.0,0.0,0.0,40.0,0.0,0.0,0.0,2.0,35.0,0.0,0.0,0.0,121.0,0.0,29.0,5.0,0.0,1095.0,0.0,18.0,6960.0,0.0,5.0,0.0,0.0,0.0,67.0,1152.0,0.0
1000.0,2015.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,63.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,329.0,7.0,23.0,1961.0,0.0,7.0,0.0,0.0,0.0,40.9,393.0,0.0
2512.0,2017.0,4.0,200.0,0.0,2.0,15.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,10.0,0.0,23.0,3.0,0.0,963.0,0.0,6.0,5219.0,0.0,3.0,0.0,0.0,0.0,72.4,1135.0,0.0
3106.0,2016.0,8.0,200.0,0.0,8.0,100.0,0.0,0.0,3306.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,10.0,0.0,0.0,3.0,0.0,1007.0,0.0,5.0,4271.0,0.0,2.0,0.0,0.0,0.0,70.7,1151.0,0.0
2033.0,2019.0,2.0,407.0,0.0,0.0,141.0,0.0,0.0,218.0,0.0,0.0,0.0,6.0,21.0,0.0,3.0,0.0,13.0,4.0,128.0,14.0,0.0,1175.0,0.0,16.0,4888.0,0.0,4.0,0.0,0.0,0.0,81.3,1330.0,0.0
2670.0,2014.0,5.0,200.0,0.0,1.0,394.0,0.0,0.0,2866.0,0.0,0.0,0.0,3.0,30.0,0.0,2.0,0.0,12.0,0.0,26.0,9.0,0.0,875.0,2.0,19.0,8202.0,0.0,8.0,0.0,0.0,0.0,63.7,947.0,0.0
1491.0,2008.0,4.0,200.0,0.0,4.0,5.0,6.0,0.0,133.0,0.0,0.0,0.0,428.0,20.0,0.0,1.0,0.0,8.0,0.0,2.0,17.0,0.0,971.0,2.0,5.0,3758.0,0.0,3.0,0.0,0.0,0.0,61.6,1076.0,1.0
3691.0,2021.0,2.0,200.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,109.0,0.0,17.0,1.0,0.0,989.0,2.0,5.0,3641.0,0.0,2.0,0.0,0.0,0.0,86.9,1065.0,0.0
3062.0,2014.0,10.0,200.0,0.0,4.0,96.0,0.0,0.0,1910.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,15.0,0.0,246.0,5.0,0.0,1273.0,0.0,21.0,4713.0,0.0,3.0,0.0,0.0,0.0,83.1,1480.0,0.0
1357.0,2008.0,6.0,557.0,0.0,1.0,4.0,3.0,0.0,78.0,0.0,0.0,0.0,56.0,12.0,0.0,2.0,0.0,99.0,0.0,38.0,7.0,0.0,1072.0,0.0,8.0,6552.0,0.0,4.0,0.0,0.0,0.0,72.3,1157.0,0.0
7321.0,2022.0,1.0,531.0,0.0,2.0,0.0,0.0,0.0,3520.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,12.0,0.0,2.0,6.0,0.0,938.0,3.0,7.0,4507.0,0.0,3.0,0.0,0.0,0.0,71.9,1104.0,0.0
3580.0,2021.0,2.0,200.0,0.0,202.0,0.0,4.0,0.0,187.0,0.0,0.0,0.0,2.0,11.0,0.0,5.0,0.0,90.0,0.0,5.0,4.0,0.0,977.0,0.0,11.0,4127.0,0.0,7.0,0.0,0.0,0.0,77.3,1063.0,1.0
3095.0,2013.0,5.0,200.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,336.0,16.0,0.0,2.0,0.0,162.0,0.0,96.0,4.0,0.0,1183.0,0.0,10.0,6252.0,0.0,4.0,0.0,0.0,0.0,76.0,1378.0,0.0
7302.0,2018.0,5.0,965.0,0.0,4.0,11.0,0.0,0.0,3656.0,2.0,0.0,1.0,2.0,15.0,0.0,1.0,0.0,20.0,0.0,2.0,5.0,0.0,1130.0,4.0,18.0,4379.0,2.0,3.0,0.0,0.0,0.0,69.8,1144.0,0.0
1768.0,2010.0,9.0,505.0,0.0,88.0,190.0,2.0,0.0,9.0,0.0,0.0,1.0,493.0,41.0,0.0,4.0,0.0,8.0,1.0,2.0,26.0,1.0,1071.0,1.0,15.0,3953.0,0.0,4.0,0.0,0.0,0.0,65.6,1255.0,1.0
2006.0,2013.0,9.0,200.0,0.0,5.0,103.0,0.0,0.0,3145.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,1.0,3.0,0.0,915.0,0.0,14.0,4731.0,0.0,2.0,0.0,1.0,0.0,71.0,1091.0,0.0
2502.0,2013.0,7.0,200.0,0.0,2.0,60.0,0.0,0.0,2611.0,0.0,0.0,0.0,5.0,19.0,0.0,5.0,0.0,4.0,1.0,0.0,23.0,0.0,900.0,0.0,20.0,3722.0,0.0,4.0,0.0,0.0,0.0,57.9,1004.0,0.0
2222.0,2020.0,2.0,318.0,0.0,10.0,32.0,0.0,0.0,112.0,0.0,0.0,0.0,6.0,26.0,0.0,0.5,0.0,2.0,0.0,0.0,8.0,0.0,272.0,0.0,33.0,930.0,0.0,3.0,0.0,0.0,0.0,36.3,17.0,0.0
2077.0,2008.0,6.0,375.0,0.0,10.0,107.0,0.0,0.0,3592.0,0.0,0.0,1.0,83.0,11.0,0.0,2.0,0.0,7.0,0.0,1.0,26.0,0.0,1036.0,1.0,18.0,3874.0,0.0,2.0,0.0,0.0,0.0,65.1,1197.0,0.0
1189.0,2012.0,11.0,200.0,0.0,4.0,2.0,3.0,0.0,2516.0,0.0,0.0,0.0,4.0,16.0,0.0,3.0,0.0,10.0,1.0,136.0,12.0,0.0,1168.0,0.0,20.0,4406.0,0.0,5.0,0.0,0.0,0.0,70.6,1317.0,0.0
1310.0,2018.0,5.0,200.0,0.0,1.0,16.0,0.0,0.0,129.0,0.0,0.0,0.0,14.0,24.0,0.0,2.0,0.0,10.0,0.0,0.0,3.0,0.0,995.0,0.0,9.0,4589.0,0.0,3.0,0.0,0.0,0.0,70.0,1004.0,0.0
1478.0,2015.0,4.0,200.0,0.0,3.0,109.0,3.0,0.0,3374.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,11.0,0.0,231.0,4.0,0.0,1326.0,0.0,17.0,5946.0,0.0,2.0,0.0,0.0,0.0,84.2,1430.0,0.0
1915.0,2021.0,1.0,200.0,0.0,0.0,117.0,2.0,0.0,3243.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,10.0,0.0,0.0,2.0,0.0,1064.0,0.0,9.0,4490.0,1.0,2.0,0.0,0.0,0.0,68.6,1125.0,0.0
4339.0,2014.0,6.0,200.0,0.0,2.0,1.0,2.0,0.0,19.0,0.0,0.0,0.0,47.0,55.0,0.0,4.0,0.0,173.0,23.0,0.0,32.0,1.0,1259.0,1.0,52.0,6181.0,0.0,6.0,1.0,0.0,0.0,50.8,1293.0,0.0
2403.0,2020.0,2.0,529.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,53.0,0.0,2.0,6.0,0.0,1033.0,0.0,12.0,3600.0,0.0,3.0,0.0,0.0,0.0,70.0,1128.0,0.0
1226.0,2013.0,3.0,200.0,0.0,4.0,20.0,4.0,0.0,2447.0,0.0,0.0,0.0,36.0,49.0,0.0,3.0,0.0,214.0,18.0,0.0,22.0,0.0,1245.0,2.0,19.0,7348.0,0.0,6.0,1.0,0.0,0.0,57.4,1334.0,0.0
2403.0,2016.0,2.0,200.0,0.0,2.0,5.0,0.0,0.0,2716.0,0.0,0.0,0.0,2.0,15.0,0.0,2.0,0.0,8.0,0.0,8.0,4.0,0.0,1082.0,0.0,19.0,4571.0,0.0,2.0,0.0,0.0,0.0,69.7,1168.0,0.0
1352.0,2007.0,6.0,552.0,0.0,1.0,0.0,1.0,0.0,118.0,0.0,0.0,0.0,393.0,10.0,0.0,0.0,0.0,21.0,0.0,2.0,8.0,0.0,1007.0,1.0,9.0,5738.0,0.0,2.0,0.0,0.0,0.0,71.1,1028.0,0.0
1387.0,2009.0,4.0,587.0,0.0,2.0,1.0,4.0,0.0,47.0,0.0,0.0,0.0,123.0,15.0,0.0,0.0,0.0,7.0,0.0,2.0,25.0,0.0,917.0,0.0,14.0,4303.0,0.0,3.0,0.0,0.0,0.0,57.4,980.0,1.0
1343.0,2012.0,3.0,200.0,0.0,2.0,1.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,12.0,0.0,41.0,2.0,0.0,990.0,0.0,7.0,11460.0,0.0,6.0,0.0,0.0,0.0,70.6,1077.0,0.0
5965.0,2011.0,12.0,620.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,302.0,15.0,0.0,3.0,0.0,9.0,0.0,0.0,4.0,0.0,1038.0,0.0,5.0,9902.0,0.0,3.0,0.0,0.0,0.0,72.6,1114.0,0.0
4637.0,2018.0,5.0,200.0,0.0,4.0,1.0,0.0,0.0,3441.0,0.0,0.0,0.0,0.0,11.0,0.0,1.5,0.0,12.0,0.0,2.0,4.0,0.0,968.0,2.0,12.0,4002.0,0.0,3.0,0.0,0.0,0.0,70.4,1015.0,0.0
4525.0,2018.0,2.0,550.0,0.0,0.0,2.0,2.0,0.0,66.0,0.0,0.0,0.0,5.0,26.0,0.0,2.0,0.0,9.0,0.0,0.0,24.0,0.0,939.0,0.0,25.0,3811.0,0.0,3.0,0.0,0.0,0.0,53.7,1052.0,0.0
3154.0,2019.0,5.0,613.0,0.0,7.0,101.0,0.0,0.0,118.0,0.0,0.0,0.0,3.0,22.0,0.0,3.0,0.0,14.0,2.0,106.0,16.0,0.0,1127.0,2.0,19.0,4754.0,0.0,3.0,0.0,0.0,0.0,73.4,1252.0,0.0
1743.0,2007.0,4.0,550.0,0.0,2.0,8.0,2.0,0.0,250.0,0.0,0.0,1.0,577.0,39.0,0.0,2.0,0.0,161.0,1.0,0.0,10.0,0.0,1140.0,0.0,28.0,5039.0,0.0,6.0,0.0,0.0,0.0,64.0,1235.0,0.0
1000.0,2019.0,5.0,613.0,0.0,3.0,124.0,0.0,0.0,48.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,0.0,11.0,0.0,198.0,4.0,0.0,1052.0,0.0,27.0,4664.0,0.0,3.0,0.0,0.0,0.0,83.7,1162.0,0.0
2010.0,2016.0,9.0,200.0,1.0,0.0,6.0,0.0,0.0,41.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,7.0,0.0,4.0,10.0,0.0,930.0,0.0,22.0,3418.0,0.0,2.0,0.0,0.0,0.0,71.4,1024.0,0.0
2152.0,2014.0,3.0,200.0,0.0,3.0,36.0,0.0,0.0,3356.0,0.0,0.0,0.0,146.0,14.0,0.0,2.0,0.0,12.0,6.0,139.0,13.0,0.0,873.0,199.0,21.0,3790.0,0.0,4.0,6.0,0.0,0.0,66.7,984.0,0.0
1375.0,2021.0,2.0,575.0,0.0,1.0,2.0,0.0,0.0,3386.0,0.0,0.0,0.0,1.0,11.0,0.0,2.0,0.0,98.0,0.0,5.0,3.0,0.0,1057.0,0.0,6.0,4399.0,0.0,3.0,0.0,0.0,0.0,70.4,1148.0,0.0
1000.0,2014.0,1.0,200.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,29.0,0.0,3.0,0.0,10.0,1.0,28.0,15.0,0.0,1025.0,1.0,19.0,9385.0,0.0,8.0,0.0,0.0,0.0,67.3,1072.0,0.0
1546.0,2020.0,3.0,491.0,0.0,2.0,0.0,0.0,0.0,2499.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,141.0,0.0,6.0,8.0,0.0,1021.0,0.0,9.0,4086.0,0.0,3.0,0.0,0.0,0.0,70.1,1063.0,0.0
2971.0,2010.0,2.0,200.0,0.0,0.0,10.0,0.0,0.0,167.0,0.0,0.0,0.0,615.0,24.0,0.0,2.0,0.0,348.0,0.0,142.0,11.0,0.0,1009.0,2.0,14.0,4207.0,0.0,6.0,0.0,0.0,0.0,76.3,1145.0,0.0
1357.0,2013.0,3.0,200.0,0.0,3.0,121.0,3.0,0.0,3686.0,0.0,0.0,0.0,3.0,38.0,0.0,3.0,0.0,9.0,0.0,24.0,17.0,0.0,974.0,0.0,20.0,7462.0,0.0,6.0,0.0,0.0,0.0,62.4,1128.0,0.0
1369.0,2021.0,1.0,569.0,0.0,2.0,2.0,0.0,0.0,3489.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,1055.0,2.0,5.0,4176.0,0.0,3.0,0.0,0.0,0.0,71.4,1108.0,0.0
3070.0,2015.0,7.0,200.0,0.0,2.0,599.0,0.0,0.0,3379.0,0.0,0.0,0.0,4.0,33.0,0.0,3.0,0.0,18.0,1.0,37.0,2.0,0.0,927.0,0.0,502.0,9622.0,0.0,18.0,0.0,0.0,0.0,69.3,1031.0,0.0
4359.0,2019.0,2.0,200.0,0.0,4.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,167.0,31.0,0.0,1.5,0.0,10.0,0.0,0.0,3.0,0.0,1040.0,2.0,25.0,4469.0,3.0,4.0,3.0,0.0,0.0,72.8,1004.0,0.0
2006.0,2013.0,9.0,200.0,0.0,228.0,139.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,9.0,0.0,5.0,3.0,0.0,990.0,0.0,7.0,4456.0,0.0,3.0,0.0,0.0,0.0,70.2,1116.0,1.0
5186.0,2016.0,3.0,200.0,0.0,0.0,2.0,0.0,0.0,2843.0,0.0,0.0,0.0,2.0,21.0,0.0,3.0,0.0,11.0,0.0,130.0,13.0,0.0,1121.0,0.0,18.0,4634.0,0.0,4.0,0.0,0.0,0.0,68.8,1331.0,0.0
1773.0,2013.0,4.0,200.0,0.0,2.0,13.0,0.0,0.0,2803.0,0.0,0.0,0.0,195.0,17.0,0.0,2.0,0.0,7.0,3.0,3.0,24.0,0.0,1029.0,0.0,5.0,4605.0,0.0,3.0,0.0,0.0,0.0,66.3,1144.0,0.0
5531.0,2011.0,6.0,200.0,0.0,10.0,1.0,0.0,0.0,3399.0,0.0,0.0,1.0,439.0,24.0,0.0,13.0,0.0,10.0,1.0,93.0,13.0,0.0,1085.0,1.0,20.0,5135.0,1.0,8.0,0.0,0.0,0.0,68.5,1193.0,0.0
2379.0,2016.0,7.0,200.0,0.0,5.0,103.0,0.0,0.0,3279.0,0.0,0.0,0.0,6.0,13.0,0.0,3.0,0.0,4.0,1.0,0.0,25.0,0.0,1016.0,0.0,25.0,4433.0,0.0,2.0,0.0,0.0,0.0,61.0,1116.0,0.0
2484.0,2020.0,4.0,1600.0,0.0,0.0,8.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,335.0,0.0,19.0,18.0,0.0,1195.0,0.0,8.0,3637.0,7.0,3.0,0.0,0.0,0.0,67.9,1026.0,0.0
1688.0,2013.0,8.0,200.0,0.0,2.0,362.0,0.0,0.0,3561.0,0.0,0.0,0.0,5.0,27.0,0.0,2.0,0.0,13.0,1.0,126.0,12.0,0.0,851.0,3.0,15.0,5089.0,0.0,5.0,0.0,0.0,0.0,65.2,968.0,0.0
1697.0,2011.0,12.0,547.0,0.0,1.0,10.0,0.0,0.0,2752.0,0.0,0.0,0.0,171.0,27.0,0.0,0.0,0.0,13.0,8.0,126.0,15.0,0.0,951.0,322.0,12.0,5253.0,0.0,4.0,5.0,0.0,0.0,63.1,1157.0,0.0
3977.0,2022.0,4.0,550.0,0.0,1.0,0.0,0.0,0.0,3689.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,0.0,18.0,0.0,0.0,2.0,0.0,981.0,2.0,10.0,4162.0,0.0,2.0,0.0,0.0,0.0,72.2,1114.0,0.0
1380.0,2009.0,2.0,200.0,0.0,2.0,6.0,1.0,0.0,19.0,0.0,0.0,0.0,12.0,2.0,0.0,3.0,0.0,7.0,0.0,48.0,2.0,0.0,520.0,0.0,16.0,10980.0,0.0,3.0,0.0,0.0,0.0,97.4,621.0,0.0
1373.0,2022.0,1.0,573.0,0.0,2.0,4.0,1.0,0.0,1011.0,0.0,0.0,2.0,3.0,13.0,0.0,2.0,0.0,753.0,0.0,32.0,24.0,0.0,992.0,2.0,9.0,2951.0,2.0,8.0,0.0,0.0,0.0,58.8,1111.0,0.0
11032.0,2021.0,1.0,238.0,0.0,9.0,72.0,0.0,0.0,3245.0,0.0,0.0,2.0,21.0,131.0,0.0,1.0,0.0,11.0,3.0,2.0,2.0,0.0,1228.0,2.0,172.0,4625.0,3.0,17.0,0.0,0.0,0.0,67.9,1343.0,0.0
1361.0,2008.0,22.0,235.0,0.0,0.0,95.0,1.0,0.0,3262.0,0.0,0.0,0.0,207.0,16.0,0.0,2.0,0.0,10.0,1.0,32.0,10.0,0.0,976.0,2.0,34.0,6215.0,0.0,7.0,2.0,0.0,0.0,66.4,1113.0,0.0
1581.0,2011.0,8.0,200.0,0.0,8.0,204.0,0.0,0.0,2903.0,0.0,0.0,0.0,29.0,12.0,0.0,9.0,0.0,5.0,0.0,2.0,28.0,0.0,1095.0,0.0,20.0,4461.0,0.0,2.0,0.0,0.0,0.0,69.8,1204.0,0.0
2734.0,2019.0,5.0,790.0,0.0,2.0,358.0,0.0,0.0,3777.0,0.0,0.0,0.0,6.0,18.0,0.0,6.0,0.0,8.0,4.0,13.0,21.0,0.0,897.0,0.0,3.0,4553.0,0.0,3.0,0.0,0.0,0.0,61.2,983.0,0.0
5346.0,2009.0,6.0,200.0,0.0,2.0,4.0,0.0,0.0,31.0,0.0,0.0,0.0,302.0,15.0,0.0,5.0,0.0,9.0,1.0,4.0,19.0,0.0,962.0,2.0,12.0,4173.0,1.0,5.0,0.0,0.0,0.0,56.1,991.0,0.0
5911.0,2018.0,2.0,1600.0,0.0,0.0,3.0,0.0,0.0,70.0,0.0,0.0,0.0,238.0,21.0,0.0,7.0,0.0,18.0,2.0,0.0,5.0,0.0,912.0,54.0,20.0,11190.0,1.0,6.0,3.0,0.0,0.0,72.0,1067.0,0.0
9833.0,2014.0,3.0,200.0,0.0,4.0,7.0,8.0,0.0,2688.0,0.0,0.0,0.0,738.0,23.0,0.0,0.0,0.0,9.0,0.0,163.0,10.0,0.0,1075.0,0.0,22.0,3919.0,0.0,2.0,0.0,0.0,0.0,73.6,1231.0,0.0
3200.0,2020.0,2.0,613.0,0.0,2.0,86.0,0.0,0.0,3266.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,145.0,0.0,18.0,2.0,0.0,1052.0,0.0,10.0,6713.0,0.0,6.0,0.0,0.0,0.0,78.4,1237.0,0.0
