ANONYMOUS_1,YEAR,SAMPLE_TRANSFER_DAY,ANONYMOUS_2,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FE,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,TI,U100,U75,U50,U25,U20,U14,U6,U4,V,V40,ZN,Y_LABEL
1360.0,2016.0,8.0,560.0,0.0,15.0,0.0,3.0,0.0,29.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,482.0,0.0,15.0,1250.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,10.0,23.0,138.0,13370.0,41625.0,0.0,45.3,738.0,0.0
2396.0,2013.0,9.0,200.0,0.0,4.0,116.0,0.0,0.0,2732.0,0.0,0.0,0.0,12.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,439.0,0.0,7.0,1376.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1227.0,10953.0,0.0,44.4,645.0,0.0
3092.0,2016.0,10.0,2292.0,0.0,2.0,13.0,0.0,0.0,113.0,0.0,0.0,0.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,0.0,7.0,1094.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,35.0,61.0,304.0,3212.0,8886.0,0.0,44.6,638.0,0.0
2470.0,2014.0,14.0,200.0,0.0,2.0,119.0,0.0,0.0,105.0,0.0,0.0,3.0,12.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,323.0,0.0,35.0,6641.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,16.0,26.0,91.0,2343.0,10543.0,0.0,59.5,418.0,0.0
2412.0,2017.0,1.0,200.0,0.0,0.0,3.0,1.0,0.0,27.0,0.0,0.0,1.0,25.0,47.0,0.0,2.5,0.0,4.0,1.0,0.0,0.0,0.0,275.0,0.0,38.0,9134.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,17.0,420.0,13174.0,33811.0,0.0,68.4,307.0,0.0
4497.0,2010.0,10.0,200.0,0.0,372.0,157.0,2.0,0.0,29.0,0.0,0.0,0.0,873.0,41.0,0.0,2.0,16.0,40.0,1.0,31.0,23.0,0.0,1081.0,2.0,24.0,4639.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,7.0,12.0,22.0,4035.0,41746.0,0.0,66.4,1148.0,1.0
1184.0,2007.0,6.0,384.0,0.0,5.0,31.0,2.0,0.0,2891.0,0.0,0.0,2.0,91.0,300.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,319.0,1.0,62.0,5263.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0,37.0,103.0,3066.0,24837.0,0.0,50.0,392.0,0.0
3974.0,2017.0,5.0,200.0,0.0,4.0,46.0,0.0,0.0,3217.0,0.0,0.0,0.0,15.0,19.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,187.0,0.0,26.0,4118.0,0.0,1.0,0.0,0.0,0.0,0.0,110.0,118.0,188.0,636.0,16314.0,37755.0,0.0,56.5,224.0,0.0
3974.0,2021.0,6.0,805.0,0.0,0.0,134.0,0.0,0.0,3468.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,481.0,0.0,5.0,1472.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,20.0,731.0,22899.0,0.0,46.4,661.0,0.0
1902.0,2020.0,1.0,402.0,0.0,2.0,10.0,4.0,0.0,3445.0,0.0,0.0,0.0,28.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,2.0,9.0,1321.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,92.0,268.0,5262.0,16603.0,0.0,45.0,645.0,0.0
1991.0,2009.0,3.0,200.0,0.0,2.0,3.0,1.0,0.0,64.0,0.0,0.0,0.0,230.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,503.0,2.0,25.0,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,62.5,2536.0,14694.0,0.0,48.1,584.0,0.0
2063.0,2013.0,11.0,200.0,0.0,0.0,2.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,547.0,0.0,9.0,8291.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,9.0,66.0,4298.0,20931.0,0.0,62.1,714.0,0.0
5540.0,2021.0,14.0,200.0,0.0,8.0,2.0,0.0,0.0,365.0,0.0,0.0,1.0,6.0,2.0,0.0,0.5,0.0,3.0,0.0,0.0,0.0,2.0,420.0,0.0,14.0,1583.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,13.0,275.0,21441.0,0.0,49.4,516.0,0.0
1387.0,2008.0,3.0,375.0,0.0,14.0,10.0,3.0,0.0,281.0,0.0,0.0,0.0,134.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,530.0,0.0,10.0,2056.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,79.0,2344.0,25269.0,0.0,46.1,657.0,0.0
7261.0,2021.0,3.0,861.0,0.0,1.0,1.0,0.0,0.0,3039.0,0.0,0.0,0.0,6.0,3.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0,17.0,6000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,436.0,4080.0,0.0,67.1,363.0,0.0
1703.0,2012.0,6.0,200.0,0.0,194.0,121.0,4.0,0.0,266.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,436.0,0.0,93.0,4113.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,26.0,34.0,102.0,14177.0,52156.0,0.0,57.8,575.0,1.0
2429.0,2013.0,6.0,200.0,0.0,2.0,14.0,0.0,0.0,3237.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,9.0,4905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,31.0,340.0,2507.0,0.0,71.4,286.0,0.0
9251.0,2015.0,8.0,200.0,0.0,2.0,354.0,0.0,0.0,2926.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,340.0,0.0,15.0,4676.0,0.0,0.0,0.0,0.0,1.0,4.0,60.0,283.0,481.0,642.0,8934.0,28931.0,0.0,54.9,467.0,0.0
1179.0,2008.0,10.0,379.0,0.0,35.0,6.0,9.0,0.0,2700.0,0.0,0.0,0.0,126.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,433.0,0.0,7.0,1185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,120.0,3797.0,19467.0,0.0,44.2,601.0,1.0
2422.0,2014.0,2.0,200.0,0.0,2.0,160.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,15.0,0.0,0.0,0.0,4.0,0.0,6.0,4.0,0.0,442.0,0.0,21.0,3933.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,14.0,492.0,5063.0,0.0,51.1,599.0,0.0
1342.0,2009.0,2.0,200.0,0.0,2.0,41.0,1.0,0.0,1448.0,0.0,0.0,0.0,312.0,127.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,470.0,2.0,17.0,1486.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,64.0,68.0,112.0,1090.0,19013.0,0.0,45.3,616.0,1.0
4512.0,2016.0,3.0,200.0,0.0,1.0,13.0,0.0,0.0,124.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,234.0,0.0,20.0,10970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,18.0,516.0,1768.0,0.0,67.8,266.0,0.0
1191.0,2009.0,3.0,391.0,0.0,5.0,5.0,2.0,0.0,2854.0,0.0,0.0,0.0,13.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,484.0,2.0,6.0,1202.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,14.0,54.0,769.0,3618.0,0.0,45.0,688.0,0.0
1395.0,2012.0,7.0,595.0,0.0,0.0,14.0,0.0,0.0,114.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,468.0,0.0,18.0,1248.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,40.0,807.0,5401.0,0.0,44.3,702.0,0.0
1618.0,2011.0,11.0,200.0,0.0,2.0,1.0,2.0,0.0,25.0,0.5,0.0,0.0,112.0,15.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,340.0,1.0,14.0,4746.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,227.0,16322.0,38198.0,0.0,54.3,424.0,0.0
1872.0,2008.0,6.0,375.0,0.0,6.0,113.0,0.0,0.0,3021.0,0.0,0.0,0.0,198.0,24.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,454.0,3.0,19.0,1159.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,13.0,936.0,22012.0,0.0,43.6,684.0,0.0
5149.0,2013.0,3.0,200.0,0.0,1.0,9.0,0.0,0.0,72.0,0.0,0.0,0.0,33.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,261.0,2.0,22.0,2825.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,130.0,1640.0,6161.0,0.0,61.4,353.0,0.0
1000.0,2016.0,13.0,200.0,0.0,4.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,298.0,2.0,32.0,4715.0,0.0,3.0,0.0,2.0,0.0,0.0,8.0,18.0,38.0,328.0,29981.0,30572.0,0.0,53.7,477.0,0.0
7624.0,2017.0,11.0,200.0,0.0,1.0,11.0,0.0,0.0,28.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,337.0,0.0,42.0,4727.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,106.0,7708.0,36763.0,0.0,64.2,401.0,0.0
1501.0,2007.0,6.0,200.0,0.0,8.0,123.0,1.0,0.0,3488.0,0.0,0.0,1.0,162.0,6.0,0.0,5.0,0.0,18.0,1.0,0.0,3.0,0.0,394.0,3.0,192.0,6976.0,0.0,10.0,1.0,0.0,1.0,2.0,4.0,61.0,208.0,3380.0,17126.0,37355.0,0.0,45.5,254.0,0.0
1383.0,2022.0,3.0,583.0,0.0,1.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,0.0,6.0,1343.0,4.0,2.0,0.0,0.0,1.0,1.0,3.0,23.0,27.0,66.0,1122.0,4357.0,0.0,42.7,680.0,0.0
2909.0,2013.0,2.0,200.0,0.0,7.0,134.0,0.0,0.0,2858.0,0.0,0.0,0.0,129.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,433.0,0.0,36.0,1127.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,77.0,251.0,1167.0,11176.0,11781.0,0.0,44.9,626.0,0.0
6012.0,2018.0,1.0,200.0,0.0,2.0,115.0,1.0,0.0,3535.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,414.0,0.0,9.0,3608.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,40.0,185.0,2971.0,13287.0,0.0,50.9,588.0,0.0
2419.0,2009.0,15.0,537.0,0.0,1.0,17.0,0.0,0.0,290.0,0.0,0.0,0.0,236.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,2.0,7.0,1043.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,63.0,1936.0,10117.0,0.0,43.7,567.0,0.0
1000.0,2017.0,6.0,200.0,0.0,648.0,8.0,5.0,0.0,241.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,5.0,5391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,56.0,1605.0,9972.0,0.0,58.2,401.0,1.0
1448.0,2009.0,2.0,200.0,0.0,23.0,5.0,1.0,0.0,16.0,0.0,0.0,0.0,220.0,62.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,443.0,1.0,22.0,1211.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,33.0,58.0,164.5,1999.5,11405.0,0.0,42.7,528.0,0.0
1589.0,2011.0,8.0,200.0,0.0,6.0,204.0,0.0,0.0,2761.0,0.0,0.0,0.0,142.0,39.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,463.0,2.0,16.0,2116.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,33.0,981.0,7903.0,0.0,45.9,646.0,0.0
1987.0,2014.0,16.0,200.0,0.0,1.0,17.0,0.0,0.0,34.0,0.0,0.0,4.0,5.0,74.0,0.0,2.0,0.0,5.0,1.0,7.0,2.0,1.0,366.0,0.0,11.0,2555.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,36.0,88.0,325.0,3084.0,4734.0,0.0,44.6,60.0,0.0
1000.0,2019.0,4.0,200.0,0.0,1.0,106.0,2.0,0.0,3238.0,0.0,0.0,3.0,5.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,384.0,0.0,15.0,5255.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,13.0,17.0,36.0,639.0,4557.0,0.0,54.5,511.0,0.0
4514.0,2013.0,3.0,200.0,0.0,0.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,230.0,0.0,12.0,6621.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,7.0,12.0,92.0,2848.0,18312.0,0.0,68.8,291.0,0.0
1190.0,2015.0,47.0,390.0,0.0,2.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,6.0,10.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,509.0,0.0,23.0,1779.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,111.0,215.0,2133.0,27041.0,51648.0,0.0,43.4,721.0,0.0
4919.0,2017.0,5.0,444.0,0.0,3.0,4.0,0.0,0.0,2959.0,0.0,0.0,0.0,35.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,190.0,0.0,5.0,4973.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,12.0,253.0,1138.0,0.0,62.5,204.0,0.0
1201.0,2016.0,26.0,401.0,0.0,5.0,7.0,4.0,0.0,3086.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,467.0,0.0,5.0,2037.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,5.0,9.0,16.0,161.0,619.0,0.0,49.2,585.0,0.0
3811.0,2015.0,24.0,200.0,0.0,3.0,4.0,0.0,0.0,47.0,0.0,0.0,0.0,7.0,8.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,235.0,0.0,17.0,7975.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,2897.0,37437.0,0.0,67.5,284.0,0.0
1461.0,2011.0,24.0,200.0,0.0,8.0,420.0,1.0,0.0,3508.0,0.0,0.0,0.0,83.0,70.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,312.0,0.0,21.0,5417.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,35.0,3626.0,46069.0,0.0,59.7,367.0,0.0
3448.0,2017.0,10.0,548.0,0.0,0.0,118.0,2.0,0.0,3450.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,407.0,1.0,5.0,1209.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,13.0,20.0,54.0,742.0,4360.0,0.0,53.6,582.0,0.0
4210.0,2014.0,5.0,200.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,211.0,7.0,0.0,2.0,0.0,16.0,0.0,10.0,2.0,0.0,688.0,1.0,6.0,4324.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,41.0,99.0,254.0,11469.0,42279.0,0.0,55.6,803.0,0.0
2004.0,2019.0,1.0,200.0,0.0,2.0,1.0,0.0,0.0,3779.0,0.0,0.0,0.0,126.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,466.0,1.0,12.0,1685.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,140.5,4085.0,12554.0,0.0,44.6,634.0,0.0
1816.0,2016.0,10.0,200.0,0.0,0.0,18.0,0.0,0.0,158.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,405.0,0.0,23.0,2403.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,30.0,80.0,422.0,9738.0,15849.0,0.0,39.7,597.0,0.0
1377.0,2009.0,20.0,550.0,0.0,1.0,1.0,0.0,0.0,2659.0,0.0,1.0,1.0,266.0,124.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,431.0,1.0,15.0,1331.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,797.0,15024.0,0.0,43.3,590.0,0.0
2040.0,2013.0,2.0,200.0,0.0,2.0,9.0,0.0,0.0,2934.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,503.0,1.0,10.0,1627.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,10.0,1439.0,25875.0,0.0,45.6,772.0,0.0
2444.0,2020.0,5.0,200.0,0.0,0.0,2.0,0.0,0.0,35.0,0.0,0.0,1.0,84.0,19.0,0.0,5.0,0.0,144.0,0.0,8.0,0.0,0.0,437.0,2.0,32.0,6691.0,1.0,6.0,1.0,0.0,1.0,3.0,3.0,34.0,73.0,50.0,5115.0,23438.0,0.0,52.3,480.0,0.0
3914.0,2014.0,4.0,200.0,0.0,0.0,10.0,0.0,0.0,92.0,0.0,0.0,0.0,81.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,364.0,0.0,13.0,4358.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,36.0,58.0,348.0,5586.0,11949.0,0.0,52.7,525.0,0.0
1227.0,2011.0,5.0,427.0,0.0,5.0,5.0,6.0,0.0,2615.0,0.0,0.0,0.0,135.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,435.0,0.0,9.0,1541.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,40.0,74.0,338.0,8977.0,28419.0,0.0,48.5,612.0,0.0
5231.0,2017.0,7.0,4400.0,0.0,4.0,2.0,0.0,0.0,3298.0,0.0,0.0,0.0,14.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,383.0,0.0,5.0,2187.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,3.0,8.0,47.0,860.0,1842.0,0.0,49.3,546.0,0.0
2067.0,2014.0,7.0,200.0,0.0,3.0,339.0,0.0,0.0,2929.0,0.0,0.0,0.0,7.0,3.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,450.0,3.0,13.0,1126.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,921.0,9864.0,2.0,44.8,698.0,0.0
1044.0,2017.0,5.0,200.0,0.0,4.0,4.0,2.0,0.0,2366.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,436.0,1.0,9.0,1319.0,0.0,4.0,0.0,0.0,0.0,0.0,35.0,51.0,103.0,490.0,18780.0,39522.0,0.0,44.3,688.0,0.0
1762.0,2011.0,6.0,962.0,0.0,0.0,19.0,0.0,0.0,143.0,0.0,0.0,0.0,16.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,572.0,0.0,7.0,1429.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,6.0,11.0,56.0,2682.0,13554.0,0.0,44.8,684.0,0.0
1208.0,2021.0,1.0,408.0,0.0,3.0,5.0,0.0,0.0,3576.0,0.0,0.0,0.0,53.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,171.0,0.0,6.0,5321.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,7.0,10.0,50.0,1472.0,18930.0,0.0,65.9,139.0,0.0
7236.0,2017.0,1.0,200.0,0.0,0.0,5.0,0.0,0.0,33.0,0.0,0.0,0.0,7.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,328.0,0.0,13.0,5208.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,223.0,267.0,999.0,8096.0,11517.0,0.0,53.9,456.0,0.0
5333.0,2016.0,2.0,200.0,0.0,4.0,147.0,0.0,0.0,3313.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,0.0,18.0,1272.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,32.0,52.0,290.0,21485.0,43099.0,0.0,44.4,705.0,0.0
2038.0,2009.0,9.0,200.0,0.0,1.0,180.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,23.0,5277.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,248.0,24747.0,37974.0,0.0,61.5,401.0,0.0
3055.0,2019.0,1.0,200.0,0.0,0.0,8.0,0.0,0.0,41.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,232.0,0.0,9.0,2651.0,0.0,1.0,0.0,0.0,1.0,5.0,7.0,8.0,18.0,67.0,1638.0,4292.0,0.0,46.6,258.0,0.0
2248.0,2015.0,8.0,200.0,0.0,4.0,15.0,0.0,0.0,3788.0,0.0,0.0,0.0,105.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,516.0,1.0,14.0,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,119.0,280.0,5107.0,12063.0,0.0,43.2,751.0,0.0
4945.0,2014.0,4.0,200.0,0.0,1.0,2.0,0.0,0.0,53.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,2.0,5.0,2494.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,86.0,10057.0,0.0,44.4,832.0,0.0
1336.0,2010.0,2.0,340.0,0.0,20.0,175.0,0.0,0.0,22.0,0.0,0.0,1.0,187.0,103.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,473.0,3.0,15.0,1522.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,89.0,5145.0,13504.5,0.0,44.4,522.0,0.0
4844.0,2021.0,3.0,1014.0,0.0,0.0,70.0,0.0,0.0,3412.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,621.0,0.0,6.0,1043.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,7.0,27.0,675.0,5205.0,0.0,47.2,652.0,0.0
1342.0,2009.0,7.0,542.0,1.0,3.0,3.0,0.0,0.0,2842.0,0.0,0.0,0.0,133.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,486.0,0.0,9.0,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,21.0,48.0,424.0,2225.0,0.0,45.2,712.0,0.0
6299.0,2009.0,3.0,200.0,0.0,1.0,3.0,0.0,0.0,598.0,0.0,0.0,0.0,149.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,426.0,1.0,7.0,6179.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,18.0,425.0,5892.0,0.0,49.0,563.0,1.0
3459.0,2012.0,3.0,200.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,6.0,10.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,277.0,0.0,7.0,3987.0,0.0,14.0,0.0,0.0,0.0,0.0,4.0,73.0,104.0,746.0,8347.0,18200.0,0.0,58.7,338.0,0.0
1796.0,2016.0,15.0,996.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,1.0,24.0,6.0,0.0,0.0,0.0,45.0,0.0,0.0,1.0,0.0,274.0,0.0,18.0,9425.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,109.0,150.0,158.5,6030.5,23201.5,0.0,69.3,270.0,0.0
2071.0,2007.0,3.0,200.0,0.0,15.0,119.0,0.0,0.0,3423.0,0.0,0.0,0.0,25.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,14.0,7703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,33.0,654.0,12257.0,0.0,69.7,265.0,1.0
7342.0,2018.0,6.0,200.0,0.0,6.0,1.0,0.0,0.0,3533.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,458.0,0.0,12.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,18.0,63.0,658.0,1870.0,0.0,45.5,643.0,0.0
1323.0,2013.0,5.0,200.0,0.0,2.0,115.0,2.0,0.0,3263.0,0.0,0.0,0.0,207.0,31.0,0.0,3.5,0.0,3.0,0.0,2.0,1.0,1.0,405.0,1.0,38.0,6613.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,21.0,56.0,541.0,9634.0,31891.0,0.0,65.2,454.0,0.0
2841.0,2014.0,6.0,200.0,0.0,9.0,449.0,2.0,0.0,3724.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,293.0,0.0,12.0,1424.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,92.0,1637.0,0.0,66.1,368.0,0.0
2227.0,2013.0,7.0,200.0,0.0,5.0,134.0,0.0,0.0,3450.0,0.0,0.0,0.0,84.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,457.0,0.0,8.0,2297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,39.0,1574.0,18456.0,0.0,46.9,619.0,0.0
2824.0,2020.0,4.0,566.0,0.0,2.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,5.0,1.0,0.0,2.5,0.0,2.0,0.0,0.0,2.0,0.0,617.0,0.0,14.0,1269.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,15.0,38.0,1373.0,7675.0,0.0,45.1,691.0,0.0
2824.0,2013.0,5.0,200.0,0.0,4.0,14.0,0.0,0.0,2369.0,0.0,0.0,0.0,16.0,9.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,429.0,0.0,10.0,1545.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,35.0,119.0,1347.0,15270.0,19831.0,0.0,45.5,617.0,0.0
