ANONYMOUS_1,YEAR,SAMPLE_TRANSFER_DAY,ANONYMOUS_2,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FH2O,FNOX,FOPTIMETHGLY,FOXID,FSO4,FTBN,FE,FUEL,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,SOOTPERCENTAGE,TI,V,V100,V40,ZN,Y_LABEL
2062.0,2013.0,82.0,200.0,0.0,1.0,130.0,0.0,0.0,93.0,0.0,0.0,3.0,1.0,15.0,6.0,1.0,11.0,18.0,10.4,10.0,0.0,0.0,2.0,0.0,452.0,0.0,174.0,4.0,0.0,870.0,2.0,2.0,3692.0,0.0,8.0,0.0,0.4,0.0,0.0,14.6,123.5,1066.0,0.0
1310.0,2014.0,6.0,200.0,0.0,6.0,172.0,1.0,0.0,3205.0,0.0,0.0,0.0,0.0,13.0,4.0,1.0,9.0,18.0,8.4,5.0,0.0,0.0,2.0,0.0,6.0,0.0,50.0,3.0,0.0,865.0,0.0,9.0,9098.0,0.0,8.0,0.0,0.0,0.0,0.0,15.1,120.1,1010.0,0.0
2443.0,2012.0,8.0,200.0,0.0,1.0,18.0,0.0,0.0,145.0,0.0,0.0,20.0,19.0,12.0,6.0,0.0,11.0,18.0,8.6,44.0,0.0,0.0,10.0,0.0,13.0,3.0,5.0,6.0,0.0,951.0,11.0,16.0,4759.0,0.0,10.0,17.0,0.4,0.0,0.0,13.0,94.0,1160.0,0.0
1709.0,2008.0,19.0,550.0,1.0,4.0,2.0,8.0,0.0,19.0,0.0,0.0,2.0,2.0,12.0,7.0,2.0,8.0,19.0,8.3,40.0,0.0,0.0,3.0,0.0,8.0,1.0,101.0,1.0,0.0,788.0,4.0,15.0,5980.0,1.0,7.0,1.0,1.7,0.0,0.0,12.23,117.6,856.0,0.0
3726.0,2022.0,2.0,200.0,0.0,2.0,23.0,0.0,0.0,3876.0,0.0,0.0,0.0,2.0,11.0,6.0,0.0,9.0,21.0,7.9,18.0,1.0,0.0,0.0,0.0,21.0,0.0,2.0,8.0,0.0,1094.0,2.0,6.0,3973.0,0.0,9.0,0.0,1.2,0.0,0.0,12.7,95.9,1161.0,0.0
2530.0,2015.0,8.0,200.0,0.0,4.0,113.0,0.0,0.0,2988.0,0.0,0.0,1.0,1.0,12.0,7.0,2.0,11.0,21.0,9.2,22.0,0.0,0.0,2.0,0.0,10.0,0.0,51.0,1.0,0.0,994.0,2.0,29.0,5531.0,0.0,10.0,0.0,0.7,0.0,0.0,14.6,110.8,1162.0,0.0
5809.0,2018.0,8.0,375.0,0.0,3.0,2.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,15.0,9.0,1.0,17.0,22.0,9.1,11.0,2.0,0.0,2.0,0.0,11.0,0.0,236.0,0.0,0.0,1037.0,1.0,14.0,4308.0,1.0,6.0,0.0,0.6,0.0,0.0,12.7,96.2,1300.0,0.0
2808.0,2009.0,5.0,200.0,0.0,6.0,10.0,0.0,0.0,273.0,0.0,0.0,3.0,6.0,12.0,8.0,1.0,13.0,22.0,10.3,43.0,0.0,0.0,6.0,0.0,14.0,1.0,2.0,0.0,1.0,1039.0,2.0,8.0,12013.0,2.0,10.0,3.0,1.1,0.0,0.0,13.9,102.4,1289.0,0.0
11492.0,2021.0,1.0,352.0,0.0,3.0,8.0,0.0,0.0,3281.0,0.0,0.0,0.0,0.0,14.0,5.0,1.0,10.0,18.0,8.5,7.0,0.0,0.0,1.0,0.0,11.0,0.0,43.0,2.0,0.0,906.0,0.0,9.0,6307.0,0.0,11.0,0.0,0.1,0.0,0.0,13.1,93.9,1098.0,0.0
1319.0,2013.0,3.0,200.0,0.0,0.0,0.0,6.0,0.0,26.0,0.0,0.0,3.0,2.0,14.0,6.0,1.0,10.0,20.0,7.0,32.0,0.0,0.0,2.0,0.0,7.0,0.0,37.0,2.0,0.0,810.0,0.0,35.0,9654.0,0.0,12.0,2.0,0.4,0.0,0.0,11.6,87.5,957.0,0.0
4854.0,2016.0,4.0,200.0,0.0,2.0,5.0,0.0,0.0,2818.0,1.0,0.0,0.0,2.0,7.0,5.0,0.0,10.0,20.0,8.7,11.0,0.0,0.0,2.5,0.0,9.0,0.0,0.0,0.0,0.0,981.0,0.0,7.0,4478.0,0.0,0.0,0.0,0.5,0.0,0.0,12.8,93.2,1020.0,0.0
3436.0,2021.0,1.0,1128.0,0.0,0.0,13.0,0.0,0.0,196.0,0.0,0.0,2.0,2.0,15.0,7.0,1.0,12.0,24.0,8.0,26.0,0.0,0.0,5.0,0.0,9.0,0.0,41.0,0.0,0.0,940.0,4.0,11.0,5084.0,2.0,21.0,0.0,0.8,0.0,0.0,14.1,106.9,1037.0,0.0
3582.0,2010.0,17.0,911.0,0.0,3.0,5.0,0.0,0.0,118.0,0.0,0.0,3.0,2.0,22.0,10.0,0.0,13.0,24.0,11.4,24.0,0.0,0.0,2.0,0.0,367.0,0.0,135.0,2.0,0.0,849.0,2.0,11.0,4180.0,0.0,8.0,0.0,2.3,0.0,0.0,15.5,128.6,1027.0,0.0
1732.0,2014.0,7.0,200.0,0.0,1.0,8.0,2.0,0.0,234.0,0.0,0.0,0.0,1.0,15.0,6.0,1.0,12.0,20.0,7.7,17.0,0.0,0.0,0.0,0.0,9.0,0.0,34.0,1.0,0.0,934.0,0.0,13.0,4655.0,0.0,6.0,2.0,0.7,0.0,0.0,12.9,93.5,1056.0,0.0
4070.0,2009.0,3.0,200.0,0.0,10.0,100.0,0.0,0.0,3550.0,0.0,0.0,1.0,5.0,18.0,9.0,0.0,13.0,22.0,10.4,16.0,0.0,0.0,12.0,0.0,42.0,0.0,16.0,0.0,0.0,994.0,3.0,290.0,7735.0,2.0,10.0,2.0,0.4,0.0,0.0,13.8,114.8,1172.0,0.0
1715.0,2013.0,14.0,200.0,0.0,6.0,112.0,1.0,0.0,18.0,0.0,0.0,32.0,37.0,182.0,10.0,0.0,16.0,17.0,7.6,78.0,0.0,0.2,6.0,0.0,43.0,1.0,226.0,9.0,0.0,1065.0,7.0,43.0,4698.0,0.0,54.0,4.0,0.0,0.0,0.0,11.1,115.3,1252.0,0.0
3811.0,2010.0,14.0,200.0,0.0,630.0,146.0,2.0,0.0,41.0,0.0,0.0,1.0,2.0,14.0,7.0,1.0,13.0,21.0,10.5,13.0,0.0,0.0,5.0,0.0,366.0,0.0,156.0,5.0,0.0,891.0,0.0,7.0,4810.0,0.0,6.0,0.0,0.4,0.0,0.0,14.9,118.4,1078.0,1.0
2348.0,2011.0,9.0,200.0,0.0,2.0,9.0,0.0,0.0,106.0,0.0,0.0,5.0,2.0,13.0,6.0,1.0,10.0,19.0,8.0,36.0,0.0,0.0,1.0,0.0,11.0,0.0,39.0,2.0,0.0,855.0,0.0,39.0,6853.0,0.0,13.0,2.0,0.5,0.0,0.0,12.2,91.6,1044.0,0.0
5027.0,2018.0,6.0,200.0,0.0,13.0,29.0,0.0,0.0,214.0,0.0,0.0,1.0,4.0,13.0,6.0,1.0,10.0,18.0,9.2,9.0,0.0,0.0,2.0,0.0,11.0,1.0,52.0,3.0,0.0,907.0,0.0,18.0,6169.0,0.0,9.0,0.0,0.2,0.0,0.0,15.6,124.7,1041.0,0.0
1528.0,2011.0,9.0,200.0,0.0,4.0,3.0,0.0,0.0,2472.0,0.0,0.0,1.0,2.0,9.0,6.0,1.0,11.0,18.0,9.9,12.0,4.0,0.0,2.0,0.0,9.0,0.0,0.0,5.0,0.0,1019.0,1.0,0.0,11720.0,0.0,1.0,0.0,0.3,0.0,0.0,13.7,95.8,1146.0,0.0
1354.0,2011.0,2.0,376.0,0.0,6.0,4.0,1.0,0.0,58.0,0.0,0.0,0.0,2.0,17.0,9.0,1.0,13.0,20.0,10.5,13.0,0.0,0.0,3.0,0.0,439.0,0.0,156.0,7.0,0.0,806.0,1.0,11.0,3684.0,0.0,5.0,0.0,0.8,0.0,0.0,13.8,109.2,980.0,0.0
3093.0,2015.0,9.0,200.0,0.0,0.0,172.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,13.0,6.0,1.0,10.0,19.0,8.1,15.0,0.0,0.0,3.0,0.0,10.0,0.0,59.0,0.0,0.0,859.0,2.0,18.0,8492.0,0.0,9.0,2.0,0.4,0.0,0.0,12.7,97.7,1024.0,0.0
2607.0,2017.0,6.0,200.0,0.0,2.0,30.0,0.0,0.0,3635.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,9.0,18.0,8.8,9.0,0.0,0.0,2.0,0.0,17.0,0.0,3.0,3.0,0.0,1040.0,2.0,5.0,5804.0,0.0,3.0,1.0,0.2,0.0,0.0,12.7,92.4,1233.0,0.0
1359.0,2014.0,2.0,200.0,0.0,1.0,169.0,3.0,0.0,26.0,0.0,0.0,0.0,1.0,11.0,5.0,0.0,10.0,17.0,8.5,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,985.0,0.0,5.0,4523.0,0.0,3.0,1.0,0.0,0.0,0.0,13.7,102.1,1256.0,0.0
3724.0,2011.0,7.0,200.0,0.0,14.0,147.0,0.0,0.0,2686.0,0.0,0.0,0.0,2.0,15.0,9.0,1.0,17.0,21.0,9.0,5.0,0.0,0.0,2.0,0.0,13.0,0.0,252.0,4.0,0.0,1100.0,2.0,5.0,4905.0,0.0,3.0,0.0,0.0,0.0,0.0,13.9,114.6,1387.0,0.0
6958.0,2017.0,5.0,558.0,0.0,1.0,4.0,0.0,0.0,366.0,0.0,0.0,1.0,61.0,14.0,6.0,0.0,8.0,16.0,6.9,49.0,0.0,0.0,11.0,0.0,869.0,1.0,65.0,4.0,0.0,622.0,23.0,16.0,1908.0,2.0,27.0,15.0,0.4,0.0,0.0,12.5,92.6,706.0,0.0
2117.0,2018.0,4.0,1317.0,0.0,0.0,9.0,0.0,0.0,275.0,0.0,0.0,0.0,3.0,11.0,5.0,0.0,9.0,16.0,8.6,7.0,0.0,0.0,2.0,0.0,27.0,0.0,0.0,4.0,0.0,751.0,0.0,9.0,3618.0,0.0,3.0,2.0,0.0,0.0,0.0,13.0,94.1,942.0,0.0
2041.0,2017.0,7.0,200.0,0.0,0.0,159.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,14.0,8.0,1.0,16.0,21.0,9.3,14.0,0.0,0.0,2.0,0.0,12.0,0.0,232.0,3.0,0.0,1054.0,0.0,9.0,4904.0,0.0,7.0,0.0,0.6,0.0,0.0,14.1,113.1,1270.0,0.0
1353.0,2020.0,4.0,553.0,0.0,6.0,8.0,0.0,0.0,306.0,0.0,0.0,1.0,0.0,9.0,5.0,1.0,10.0,19.0,8.7,12.0,0.0,0.0,3.5,0.0,13.0,0.0,0.0,4.0,0.0,1185.0,0.0,8.0,4163.0,0.0,3.0,0.0,0.4,0.0,0.0,13.2,96.8,1195.0,0.0
3531.0,2014.0,7.0,200.0,0.0,5.0,164.0,0.0,0.0,214.0,0.0,0.0,1.0,2.0,14.0,8.0,0.0,17.0,21.0,9.4,9.0,0.0,0.0,3.0,0.0,13.0,0.0,259.0,3.0,0.0,1099.0,0.0,1.0,5154.0,0.0,5.0,0.0,0.2,0.0,0.0,13.8,110.2,1310.0,0.0
2479.0,2009.0,6.0,200.0,0.0,6.0,8.0,0.0,0.0,2711.0,0.0,0.0,4.0,4.0,23.0,11.0,1.0,21.0,24.0,8.8,12.0,0.0,0.0,3.0,0.0,477.0,0.0,181.0,2.0,0.0,900.0,5.0,23.0,3854.0,1.0,7.0,1.0,0.0,0.0,0.0,14.8,119.4,1102.0,0.0
2508.0,2014.0,4.0,200.0,0.0,0.0,152.0,0.0,0.0,5.0,0.0,0.0,1.0,6.0,17.0,9.0,1.0,15.0,24.0,8.0,59.0,2.0,0.0,4.0,0.0,10.0,1.0,3.0,3.0,0.0,867.0,6.0,36.0,10061.0,1.0,12.0,1.0,0.5,0.0,0.0,11.9,81.09,1084.0,0.0
1393.0,2020.0,4.0,593.0,0.0,0.0,14.0,1.0,0.0,2967.0,0.0,0.0,0.0,2.0,8.0,6.0,0.0,9.0,18.0,8.0,17.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,3.0,0.0,944.0,1.0,12.0,4884.0,0.0,5.0,0.0,0.7,0.0,0.0,13.1,96.5,1216.0,0.0
3238.0,2021.0,1.0,1038.0,0.0,0.0,104.0,0.0,0.0,2781.0,0.0,0.0,0.0,3.0,10.0,6.0,1.0,10.0,21.0,8.2,25.0,0.0,0.0,2.0,0.0,11.0,0.0,6.0,3.0,0.0,1104.0,1.0,14.0,4053.0,5.0,6.0,0.0,0.9,0.0,0.0,13.0,95.1,1145.0,0.0
3075.0,2018.0,4.0,200.0,0.0,3.0,367.0,0.0,0.0,3406.0,0.0,0.0,2.0,2.0,13.0,7.0,1.0,11.0,18.0,7.9,18.0,0.0,0.0,2.0,0.0,270.0,0.0,3.0,1.0,0.0,1157.0,0.0,11.0,7953.0,0.0,3.0,0.0,0.8,0.0,0.0,13.1,92.8,1353.0,0.0
2363.0,2017.0,3.0,200.0,0.0,0.0,19.0,0.0,0.0,147.0,0.0,0.0,0.0,2.0,10.0,4.0,0.0,9.0,17.0,9.2,7.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,7.0,0.0,852.0,0.0,12.0,4219.0,2.0,7.0,0.0,0.1,0.0,0.0,14.1,105.1,807.0,0.0
1354.0,2008.0,13.0,554.0,0.0,1.0,11.0,0.0,0.0,115.0,0.0,0.0,10.0,8.0,14.0,8.0,1.0,12.0,23.0,11.1,66.0,0.0,0.0,10.5,0.0,237.0,2.0,1.0,0.0,0.0,756.0,10.0,17.0,6170.0,1.0,16.0,3.0,1.7,1.0,0.0,12.58,97.9,932.0,0.0
1360.0,2008.0,5.0,200.0,0.0,2.0,2.0,1.0,0.0,58.0,0.0,0.0,2.0,5.0,12.0,8.0,1.0,12.0,21.0,10.1,31.0,0.0,0.0,13.0,0.0,16.0,0.0,14.0,0.0,0.0,1068.0,3.0,10.0,11529.0,1.0,10.0,2.0,0.8,0.0,0.0,13.6,100.1,1327.0,0.0
1350.0,2015.0,12.0,550.0,0.0,0.0,27.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,11.0,0.0,15.0,23.0,8.8,16.0,0.0,0.1,2.0,0.0,22.0,0.0,3.0,1.0,0.0,1163.0,2.0,10.0,6526.0,0.0,9.0,0.0,0.9,0.0,0.0,16.0,140.4,1316.0,0.0
3141.0,2014.0,1.0,200.0,0.0,9.0,5.0,2.0,0.0,14.0,0.0,0.0,4.0,27.0,12.0,4.0,0.0,10.0,17.0,8.2,46.0,0.0,0.0,3.0,0.0,20.0,2.0,3.0,6.0,1.0,949.0,10.0,12.0,3914.0,0.0,12.0,15.0,0.5,0.0,0.0,14.0,106.2,1119.0,1.0
5809.0,2018.0,8.0,375.0,0.0,0.0,4.0,0.0,0.0,58.0,0.0,0.0,1.0,1.0,15.0,8.0,1.0,15.0,24.0,8.8,23.0,6.0,0.0,2.0,0.0,9.0,0.0,36.0,3.0,0.0,901.0,1.0,16.0,7789.0,0.0,6.0,2.0,0.6,0.0,0.0,10.8,79.3,1000.0,0.0
1423.0,2014.0,2.0,200.0,0.0,8.0,16.0,0.0,0.0,60.0,0.0,0.0,0.0,2.0,15.0,8.0,0.0,16.0,20.0,9.4,11.0,0.0,0.0,2.0,0.0,13.0,0.0,277.0,5.0,0.0,1236.0,0.0,9.0,5589.0,0.0,7.0,0.0,0.2,0.0,0.0,13.0,99.8,1479.0,0.0
1976.0,2022.0,33.0,375.0,0.0,2.0,18.0,0.0,0.0,3263.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,11.0,18.0,10.7,12.0,1.0,0.0,2.0,0.0,12.0,0.0,2.0,4.0,0.0,1007.0,0.0,5.0,11080.0,0.0,4.0,1.0,0.1,0.0,0.0,13.3,98.0,1204.0,0.0
3200.0,2021.0,1.0,943.0,0.0,0.0,125.0,0.0,0.0,3495.0,0.0,0.0,2.0,18.0,10.0,7.0,1.0,11.0,22.0,7.6,40.0,0.0,0.0,0.0,0.0,48.0,0.0,2.0,4.0,0.0,1031.0,2.0,19.0,3261.0,0.0,8.0,0.0,1.4,0.0,0.0,12.2,89.1,936.0,0.0
1740.0,2014.0,5.0,940.0,0.0,2.0,17.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,24.0,5.0,1.0,9.0,17.0,8.0,19.0,0.0,0.1,2.0,0.0,10.0,0.0,39.0,2.0,0.0,925.0,2.0,17.0,8275.0,0.0,8.0,0.0,0.0,0.0,0.0,11.2,75.0,1074.0,0.0
2031.0,2008.0,4.0,200.0,0.0,3.0,2.0,1.0,0.0,24.0,0.0,0.0,1.0,3.0,14.0,7.0,0.0,13.0,20.0,10.5,19.0,0.0,0.0,3.0,0.0,407.0,1.0,182.0,3.0,0.0,885.0,0.0,10.0,3686.0,0.0,7.0,0.0,0.8,0.0,0.0,14.1,115.7,1043.0,0.0
7930.0,2011.0,2.0,200.0,0.0,0.0,19.0,0.0,0.0,213.0,0.0,0.0,5.0,7.0,15.0,10.0,2.0,17.0,26.0,8.6,38.0,0.0,0.0,15.0,0.0,17.0,1.0,4.0,0.0,1.0,1056.0,8.0,15.0,10350.0,0.0,10.0,2.0,0.9,0.0,0.0,15.1,114.1,1313.0,0.0
2544.0,2019.0,2.0,548.0,0.0,0.0,120.0,0.0,0.0,3477.0,0.0,0.0,1.0,10.0,12.0,8.0,0.0,14.0,21.0,8.3,24.0,0.0,0.0,9.0,1.0,703.0,2.0,35.0,6.0,0.0,870.0,4.0,35.0,3687.0,0.0,23.0,0.0,1.4,0.0,0.0,14.6,111.1,1073.0,0.0
7439.0,2010.0,2.0,200.0,0.0,5.0,8.0,0.0,0.0,2877.0,0.0,0.0,0.0,0.0,17.0,6.0,1.0,13.0,21.0,10.5,8.0,0.0,0.0,2.0,0.0,13.0,1.0,43.0,2.0,0.0,1049.0,1.0,15.0,7199.0,0.0,13.0,1.0,0.1,0.0,0.0,13.7,102.9,1112.0,0.0
2481.0,2015.0,6.0,200.0,0.0,0.0,4.0,1.0,0.0,190.0,0.0,0.0,0.0,44.0,12.0,5.0,0.0,10.0,16.0,8.8,10.0,0.0,0.0,1.0,0.0,125.0,1.0,2.0,4.0,0.0,1186.0,18.0,8.0,4319.0,0.0,9.0,3.0,0.0,0.0,0.0,13.3,89.7,1385.0,0.0
3423.0,2016.0,6.0,200.0,0.0,5.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,11.0,6.0,1.0,11.0,17.0,8.3,9.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,989.0,0.0,4.0,4545.0,0.0,1.0,0.0,0.2,0.0,0.0,12.9,92.8,1128.0,0.0
1344.0,2015.0,5.0,200.0,0.0,2.0,130.0,0.0,0.0,19.0,0.0,0.0,3.0,1.0,12.0,8.0,1.0,15.0,22.0,9.3,26.0,0.0,0.0,7.0,0.0,11.0,0.0,166.0,3.0,0.0,1074.0,4.0,36.0,6110.0,1.0,15.0,1.0,0.8,0.0,0.0,14.9,124.7,1039.0,0.0
1501.0,2008.0,4.0,375.0,0.0,6.0,87.0,2.0,0.0,2964.0,0.0,0.0,4.0,2.0,17.0,11.0,1.0,20.0,24.0,10.9,11.0,0.0,0.0,5.0,0.0,11.0,1.0,254.0,2.0,1.0,1219.0,4.0,16.0,4487.0,1.0,8.0,1.0,0.2,0.0,0.0,15.0,123.8,1415.0,0.0
1525.0,2013.0,21.0,200.0,0.0,3.0,363.0,0.0,0.0,3495.0,0.0,0.0,0.0,2.0,15.0,5.0,1.0,10.0,18.0,8.8,9.0,0.0,0.0,0.0,0.0,8.0,0.0,38.0,1.0,0.0,892.0,1.0,14.0,9712.0,0.0,9.0,0.0,0.2,0.0,0.0,14.5,104.6,1025.0,0.0
1339.0,2009.0,4.0,200.0,0.0,1.0,133.0,0.0,0.0,31.0,0.0,0.0,2.0,12.0,12.0,5.0,0.0,10.0,16.0,7.7,27.0,0.0,0.0,4.0,0.0,14.0,2.0,3.0,6.0,0.0,844.0,8.0,7.0,3532.0,0.0,11.0,11.0,0.2,0.0,0.0,12.9,94.2,1027.0,0.0
3878.0,2020.0,1.0,676.0,0.0,1.0,0.0,0.0,0.0,3646.0,0.0,0.0,0.0,1.0,10.0,6.0,1.0,11.0,20.0,8.4,11.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,5.0,0.0,851.0,0.0,12.0,3433.0,3.0,4.0,0.0,0.5,0.0,0.0,13.1,93.7,892.0,0.0
2449.0,2017.0,4.0,200.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,1.0,6.0,19.0,10.0,1.0,17.0,23.0,8.8,27.0,0.0,0.0,1.0,0.0,13.0,0.0,235.0,4.0,0.0,1129.0,2.0,9.0,5143.0,0.0,11.0,0.0,1.1,0.0,0.0,14.0,108.8,1358.0,0.0
2267.0,2013.0,5.0,200.0,0.0,4.0,168.0,0.0,0.0,3083.0,0.0,2.0,72.0,3.0,13.0,5.0,0.0,10.0,18.0,9.2,46.0,0.0,0.0,4.0,0.0,366.0,1.0,145.0,2.0,1.0,837.0,3.0,46.0,3683.0,1.0,8.0,3.0,0.2,0.0,0.0,15.4,133.5,915.0,0.0
1703.0,2014.0,3.0,200.0,0.0,5.0,159.0,0.0,0.0,3326.0,0.0,0.0,1.0,6.0,12.0,8.0,0.0,12.0,20.0,9.6,36.0,0.0,0.0,2.0,0.0,12.0,1.0,2.0,3.0,1.0,803.0,2.0,12.0,5915.0,0.0,8.0,0.0,0.8,0.0,0.0,12.5,106.5,918.0,0.0
5575.0,2009.0,3.0,200.0,0.0,0.0,1.0,0.0,0.0,54.0,0.0,0.0,2.0,29.0,26.0,13.0,1.0,20.0,28.0,10.9,180.0,0.0,0.0,8.0,0.0,25.0,2.0,0.0,5.0,1.0,918.0,26.0,142.0,9913.0,1.0,18.0,3.0,2.7,0.0,0.0,15.3,115.2,1247.0,0.0
1420.0,2014.0,2.0,200.0,0.0,0.0,7.0,4.0,0.0,13.0,0.0,0.0,0.0,1.0,15.0,8.0,0.0,16.0,21.0,9.1,16.0,0.0,0.0,3.0,0.0,11.0,0.0,252.0,3.0,0.0,1153.0,1.0,12.0,4839.0,0.0,5.0,2.0,0.6,0.0,0.0,15.2,123.2,1401.0,0.0
2400.0,2008.0,5.0,200.0,0.0,3.0,2.0,1.0,0.0,2077.0,0.0,0.0,3.0,2.0,17.0,11.0,1.0,22.0,25.0,10.7,13.0,0.0,0.0,10.0,0.0,14.0,1.0,263.0,2.0,1.0,1243.0,6.0,14.0,4272.0,2.0,9.0,2.0,0.2,0.0,0.0,15.2,124.0,1422.0,0.0
5074.0,2021.0,8.0,200.0,0.0,0.0,116.0,0.0,0.0,3649.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,11.0,20.0,8.8,10.0,0.0,0.0,5.5,0.0,9.0,0.0,0.0,3.0,0.0,1189.0,2.0,10.0,4825.0,0.0,4.0,0.0,0.6,0.0,0.0,13.0,95.5,1014.0,0.0
2913.0,2015.0,9.0,200.0,0.0,1.0,379.0,0.0,0.0,2937.0,0.0,0.0,1.0,7.0,17.0,7.0,1.0,11.0,22.0,8.1,16.0,0.0,0.0,2.0,0.0,9.0,1.0,42.0,2.0,0.0,997.0,2.0,10.0,11560.0,0.0,20.0,2.0,1.4,0.0,0.0,14.9,109.1,1199.0,0.0
3498.0,2009.0,5.0,200.0,0.0,5.0,129.0,0.0,0.0,3271.0,0.0,0.0,3.0,3.0,17.0,8.0,1.0,14.0,21.0,9.5,18.0,0.0,0.0,9.0,0.0,57.0,1.0,100.0,3.0,1.0,1221.0,5.0,15.0,8222.0,2.0,12.0,2.0,0.3,0.0,0.0,13.8,96.7,1518.0,0.0
1900.0,2013.0,12.0,200.0,0.0,2.0,4.0,0.0,0.0,3019.0,0.0,0.0,0.0,3.0,18.0,6.0,1.0,10.0,21.0,8.2,11.0,0.0,0.0,5.0,0.0,10.0,0.0,41.0,2.0,0.0,1079.0,2.0,14.0,10150.0,0.0,11.0,0.0,1.2,0.0,0.0,15.1,110.6,1162.0,0.0
4361.0,2014.0,3.0,200.0,0.0,0.0,186.0,0.0,0.0,8.0,0.0,0.0,17.0,4.0,102.0,12.0,1.0,17.0,29.0,8.9,67.0,0.0,0.0,4.0,0.0,93.0,1.0,198.0,6.0,0.0,1055.0,3.0,63.0,5546.0,0.0,12.0,2.0,3.3,2.0,0.0,16.4,133.3,1214.0,0.0
6000.0,2014.0,4.0,200.0,0.0,2.0,2.0,1.0,0.0,48.0,0.0,0.0,0.0,3.0,16.0,8.0,1.0,15.0,21.0,8.6,11.0,0.0,0.0,2.0,0.0,12.0,0.0,200.0,2.0,0.0,1091.0,2.0,12.0,5571.0,0.0,7.0,2.0,0.4,0.0,0.0,14.6,118.0,1279.0,0.0
1359.0,2013.0,6.0,559.0,0.0,1.0,84.0,2.0,0.0,2723.0,0.0,0.0,1.0,6.0,14.0,7.0,1.0,12.0,20.0,9.6,33.0,0.0,0.0,2.0,0.0,13.0,2.0,48.0,4.0,0.0,970.0,1.0,17.0,7230.0,0.0,22.0,0.0,0.3,0.0,0.0,13.9,104.6,1187.0,0.0
3156.0,2013.0,7.0,200.0,0.0,0.0,143.0,0.0,0.0,19.0,0.0,0.0,4.0,26.0,12.0,5.0,0.0,10.0,16.0,6.7,36.0,0.0,0.0,4.0,0.0,18.0,2.0,2.0,7.0,1.0,979.0,14.0,9.0,4418.0,0.0,15.0,16.0,0.2,0.0,0.0,13.6,100.9,1215.0,0.0
1714.0,2016.0,14.0,200.0,0.0,0.0,19.0,0.0,0.0,162.0,0.0,0.0,0.0,1.0,17.0,5.0,1.0,12.0,19.0,8.3,6.0,0.0,0.0,20.0,0.0,2.0,0.0,38.0,0.0,0.0,855.0,0.0,16.0,9069.0,0.0,8.0,0.0,0.0,0.0,0.0,14.3,104.5,887.0,0.0
2865.0,2011.0,12.0,200.0,0.0,8.0,182.0,0.0,0.0,2587.0,0.0,0.0,2.0,1.0,14.0,8.0,0.0,16.0,21.0,10.4,10.0,0.0,0.0,2.0,0.0,12.0,0.0,245.0,3.0,0.0,1188.0,2.0,13.0,5250.0,0.0,6.0,0.0,0.4,0.0,0.0,14.0,113.9,1322.0,0.0
2929.0,2013.0,7.0,200.0,0.0,1.0,3.0,0.0,0.0,23.0,0.0,0.0,2.0,26.0,14.0,6.0,0.0,11.0,17.0,8.9,17.0,0.0,0.0,4.0,0.0,138.0,1.0,5.0,4.0,0.0,1043.0,3.0,13.0,4231.0,0.0,12.0,1.0,0.2,0.0,0.0,13.0,87.5,1186.0,0.0
3845.0,2015.0,2.0,200.0,0.0,160.0,165.0,0.0,0.0,61.0,0.0,0.0,1.0,0.0,13.0,7.0,0.0,16.0,21.0,8.9,10.0,0.0,0.0,2.0,0.0,13.0,0.0,251.0,4.0,0.0,1194.0,1.0,11.0,5070.0,0.0,9.0,0.0,0.2,0.0,0.0,14.8,121.9,1476.0,1.0
6678.0,2014.0,8.0,200.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,2.0,9.0,20.0,7.0,1.0,9.0,22.0,7.9,31.0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,3.0,0.0,976.0,0.0,8.0,4330.0,0.0,5.0,0.0,3.1,0.0,0.0,14.1,102.8,1058.0,0.0
3286.0,2012.0,7.0,200.0,0.0,6.0,97.0,0.0,0.0,3166.0,0.0,0.0,1.0,6.0,14.0,9.0,1.0,14.0,23.0,7.0,45.0,0.0,0.0,8.0,0.0,14.0,0.0,1.0,5.0,0.0,970.0,14.0,7.0,12270.0,0.0,9.0,3.0,1.0,0.0,0.0,13.4,95.2,1246.0,0.0
